type,x_0,x_1
0,0.9365932941436768,0.2554748058319092
1,0.9708309173583984,0.22743070125579834
2,0.9356281757354736,0.41319313645362854
3,1.0319937467575073,0.3402100205421448
4,0.999121367931366,0.39136019349098206
5,1.0270518064498901,0.3579651415348053
6,2.0003607273101807,-0.9262598752975464
7,1.804901361465454,-0.7333042621612549
8,3.3409833908081055,-2.0998616218566895
9,3.528308391571045,-2.0931169986724854
10,3.7227649688720703,-2.2323529720306396
11,1.1704025268554688,2.025665760040283
12,1.745409369468689,3.753009796142578
13,1.6364370584487915,3.437764883041382
14,1.7268378734588623,3.675013542175293
15,1.777099847793579,3.7941410541534424
16,1.8899449110031128,3.917607545852661
17,1.7674949169158936,3.613409996032715
18,1.8395980596542358,3.7445321083068848
19,1.466432809829712,2.7491230964660645
20,1.6030607223510742,3.120478630065918
21,1.3345966339111328,2.3655710220336914
22,1.6945337057113647,3.350525379180908
23,1.871405839920044,3.69930100440979
24,1.9008573293685913,3.749790906906128
25,1.401188850402832,2.590064764022827
26,1.236120343208313,0.6970815658569336
27,1.2046966552734375,1.0901485681533813
28,1.3151017427444458,0.8428705930709839
29,1.307132363319397,0.9766939282417297
30,1.2157437801361084,0.6194359660148621
31,1.2711695432662964,0.6359087824821472
32,1.4086647033691406,0.4680924117565155
33,1.4205756187438965,0.4346795380115509
34,1.468357801437378,0.36171406507492065
35,1.49465811252594,0.5822620391845703
36,1.4917654991149902,0.5683121681213379
37,1.5141034126281738,0.5873862504959106
38,1.3404459953308105,0.5895664095878601
39,1.0705832242965698,0.40898996591567993
40,1.0582774877548218,0.49748456478118896
41,1.2590656280517578,0.4160410761833191
42,1.2921864986419678,0.38960400223731995
43,1.4395956993103027,0.43616488575935364
44,1.4647443294525146,0.4300667643547058
45,1.4555703401565552,0.4276410639286041
46,1.476712942123413,0.2661757171154022
47,1.0970065593719482,0.23972909152507782
48,1.1733331680297852,0.34072983264923096
49,1.4074277877807617,0.3405488133430481
50,1.280957579612732,0.3567635715007782
51,1.3819596767425537,0.27127912640571594
52,1.4824779033660889,0.23318053781986237
53,1.4975539445877075,0.27433881163597107
54,1.5720539093017578,0.0924198254942894
55,1.613875389099121,0.0010385335190221667
56,1.5145243406295776,0.2300114929676056
57,1.474737524986267,0.42068371176719666
58,1.4486145973205566,0.3960808217525482
59,1.4610307216644287,0.26977741718292236
60,1.4708316326141357,0.2648879885673523
61,1.2448335886001587,1.1650917530059814
62,1.264879822731018,1.141226887702942
63,1.0958900451660156,0.6498203873634338
64,1.1864588260650635,0.6535800695419312
65,1.1614841222763062,0.9191861152648926
66,1.1981409788131714,0.7333144545555115
67,1.2027263641357422,1.68221116065979
68,1.1919046640396118,1.6079109907150269
69,1.19477117061615,0.4501935839653015
70,1.1433244943618774,0.4876159429550171
71,1.2864816188812256,0.2142140120267868
72,1.320673942565918,0.41434791684150696
73,1.3110768795013428,0.4891224205493927
74,1.155041217803955,1.5584570169448853
75,1.4162133932113647,0.6744820475578308
76,1.4313138723373413,0.6829549074172974
77,1.4404195547103882,0.5132697820663452
78,1.3196520805358887,0.504798948764801
79,1.3584928512573242,0.9432076215744019
80,1.347241759300232,0.908422589302063
81,1.3597795963287354,0.9878934025764465
82,1.365787386894226,1.6470569372177124
83,1.2726092338562012,1.7021516561508179
84,1.2970623970031738,1.8127005100250244
85,1.3081107139587402,1.8191378116607666
86,1.2670626640319824,1.2722697257995605
87,1.3408706188201904,1.1668254137039185
88,1.3302874565124512,1.167845606803894
89,1.343241572380066,0.7716008424758911
90,1.22196364402771,1.1865752935409546
91,1.2575812339782715,1.6063323020935059
92,1.4107739925384521,2.2965245246887207
93,1.4462862014770508,1.1510255336761475
94,1.4106640815734863,1.1350544691085815
95,1.3691141605377197,1.1479898691177368
96,1.2708202600479126,0.7446755170822144
97,1.0748178958892822,0.7999793887138367
98,1.0578043460845947,0.8467167615890503
99,1.0084160566329956,0.6951587200164795
100,1.1862132549285889,0.1794818937778473
101,1.4258501529693604,0.20268653333187103
102,1.431920051574707,0.1527063548564911
103,1.286767840385437,0.47115442156791687
104,1.2140531539916992,0.5983176827430725
105,1.2359169721603394,0.5442688465118408
106,1.3026338815689087,0.2706896960735321
107,1.5201679468154907,0.12230134010314941
108,1.5119162797927856,0.10003707557916641
109,1.488968014717102,0.09158962965011597
110,1.304563283920288,0.6318740248680115
111,1.2017284631729126,0.8666226863861084
112,1.221543788909912,0.8915870189666748
113,1.2570418119430542,0.6130678653717041
114,1.143987774848938,0.703514039516449
115,1.245239496231079,0.7650725841522217
116,1.0100560188293457,0.7004503607749939
117,1.1978458166122437,0.48334184288978577
118,1.2070269584655762,0.9910504221916199
119,1.247667908668518,1.1230188608169556
120,1.3196290731430054,1.1745884418487549
121,1.2935066223144531,1.1539969444274902
122,1.2927517890930176,1.1265244483947754
123,1.2682342529296875,1.3118321895599365
124,1.040863275527954,0.8885149359703064
125,1.0618103742599487,0.9480814933776855
126,1.2074812650680542,0.37486305832862854
127,1.2402983903884888,0.9163058400154114
128,1.1958959102630615,0.5231663584709167
129,1.1985903978347778,0.7302202582359314
130,1.1597453355789185,0.4666327238082886
131,1.2495981454849243,0.38191017508506775
132,1.411146879196167,0.4598877727985382
133,1.4217126369476318,0.46531012654304504
134,1.337355613708496,0.4560698866844177
135,1.2688031196594238,0.6180452704429626
