type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,x_33,x_34,x_35,x_36,x_37,x_38,x_39,x_40,x_41,x_42,x_43,x_44,x_45,x_46,x_47,x_48,x_49,x_50,x_51,x_52,x_53,x_54,x_55,x_56,x_57,x_58,x_59,x_60,x_61,x_62,x_63
0,-0.3426472544670105,0.329936146736145,-0.2024141103029251,-0.1683335304260254,-0.017052043229341507,-0.6008496880531311,0.0071023073978722095,-0.1063975840806961,0.11643897742033005,0.258282333612442,-0.2004656344652176,0.05252736434340477,-0.22865618765354156,0.3564435541629791,-0.11528876423835754,-0.33455830812454224,-0.09325786679983139,0.15941300988197327,0.6315106749534607,-0.29378604888916016,0.18682950735092163,0.0007020703633315861,0.10525612533092499,0.07414963841438293,-0.34520769119262695,0.3748406171798706,-0.29455748200416565,0.11030878871679306,-0.4167894124984741,-0.005408613011240959,0.26936623454093933,0.4292924404144287,-0.15834832191467285,-0.39016756415367126,-0.4732157289981842,0.21900877356529236,-0.04257413372397423,0.46476107835769653,0.2892521619796753,0.25948014855384827,-0.3593713045120239,0.46307191252708435,0.2532522976398468,-0.17162103950977325,0.11490499973297119,-0.2236289083957672,0.2094912827014923,0.20339538156986237,-0.13825009763240814,-0.1311645209789276,-0.1970783770084381,0.07684791833162308,0.14556893706321716,-0.11557894945144653,0.1560787856578827,-0.06155810505151749,0.2778263986110687,-0.17699210345745087,0.7569389939308167,-3.2899702091526706e-06,0.4804394245147705,0.10680267214775085,0.4751186668872833,0.11715538799762726
1,-0.32935333251953125,0.3845194876194,-0.17207306623458862,-0.11589515954256058,-0.09257868677377701,-0.625166654586792,0.04496244341135025,-0.14997819066047668,0.0769338309764862,0.34810638427734375,-0.21850517392158508,0.10771271586418152,-0.2755003869533539,0.3652164936065674,-0.13662424683570862,-0.2859272360801697,-0.10401209443807602,0.1748535931110382,0.6085425019264221,-0.21418307721614838,0.16133473813533783,-0.0073103406466543674,0.18591558933258057,0.09339945763349533,-0.2953086197376251,0.4460843801498413,-0.3091573417186737,0.050097592175006866,-0.38318708539009094,-0.058397818356752396,0.21911722421646118,0.43358272314071655,-0.17830006778240204,-0.3463459312915802,-0.4362746477127075,0.13245850801467896,-0.075104720890522,0.5098739266395569,0.37236589193344116,0.25076809525489807,-0.363518625497818,0.4865455627441406,0.24717609584331512,-0.1732533872127533,0.11126159131526947,-0.3361382484436035,0.21260103583335876,0.16674405336380005,-0.17754928767681122,-0.08489474654197693,-0.21011018753051758,0.06070157140493393,0.11539795994758606,-0.11762452870607376,0.19247083365917206,-0.014869144186377525,0.2517235279083252,-0.15055492520332336,0.7798485159873962,-0.02785082533955574,0.49140211939811707,0.10715024918317795,0.5452329516410828,0.14790785312652588
2,-0.3103903830051422,0.41167759895324707,-0.21212893724441528,-0.09690158814191818,-0.12441814690828323,-0.583206057548523,0.02255706489086151,-0.12874700129032135,0.14717452228069305,0.2989380657672882,-0.27882474660873413,0.1459866762161255,-0.19616156816482544,0.368445485830307,-0.10557463020086288,-0.36262068152427673,-0.10093144327402115,0.1683558225631714,0.6756212711334229,-0.296119749546051,0.15877634286880493,0.0642511323094368,0.2340468317270279,0.17539887130260468,-0.3400975465774536,0.3903105556964874,-0.2852581739425659,0.07627533376216888,-0.41847583651542664,0.021178657189011574,0.2780699133872986,0.44244080781936646,-0.19849847257137299,-0.3652131259441376,-0.3656157851219177,0.2732924520969391,-0.09249158203601837,0.48906636238098145,0.3746751844882965,0.2196815013885498,-0.3946944773197174,0.3955584764480591,0.2248474359512329,-0.0875035747885704,0.2126755714416504,-0.2900800406932831,0.2599999010562897,0.21702034771442413,-0.15599654614925385,-0.07410518825054169,-0.2742918133735657,0.05242633819580078,0.1880982518196106,-0.04783656820654869,0.19130228459835052,-0.004583666101098061,0.25124746561050415,-0.14678819477558136,0.7815020680427551,0.03459582105278969,0.4154181182384491,0.13971437513828278,0.5144301056861877,0.14791715145111084
3,-0.28319406509399414,0.3447890281677246,-0.1420440971851349,-0.13927407562732697,-0.11715167760848999,-0.6094607710838318,0.04558515176177025,-0.05128124728798866,0.056503914296627045,0.2769549489021301,-0.2119240015745163,0.04000204801559448,-0.25703883171081543,0.3438146412372589,-0.12230214476585388,-0.26263025403022766,-0.07019743323326111,0.13225212693214417,0.663888156414032,-0.2989024519920349,0.17213106155395508,-0.01529545895755291,0.1879587024450302,0.14350497722625732,-0.3002397418022156,0.45543038845062256,-0.3281315565109253,0.019277868792414665,-0.38063743710517883,-0.012110238894820213,0.26694008708000183,0.4522801637649536,-0.1770409345626831,-0.40906381607055664,-0.3839891850948334,0.252164751291275,-0.06987528502941132,0.5276545286178589,0.34981217980384827,0.2280227392911911,-0.4288684129714966,0.4502248167991638,0.205558180809021,-0.16990749537944794,0.15255951881408691,-0.2989041805267334,0.2986823618412018,0.24126233160495758,-0.158066987991333,-0.08459070324897766,-0.2425520122051239,0.07109422981739044,0.12551996111869812,-0.10767703503370285,0.17701253294944763,-0.0750746876001358,0.29415515065193176,-0.15444591641426086,0.8061615228652954,0.06627069413661957,0.49869921803474426,0.10099975764751434,0.5462363958358765,0.1657249927520752
4,-0.330769807100296,0.35019585490226746,-0.22652477025985718,-0.13146336376667023,-0.11382167041301727,-0.6218938231468201,0.07522663474082947,-0.14011216163635254,0.07156438380479813,0.3475152850151062,-0.2807005047798157,0.12280021607875824,-0.28380826115608215,0.4137193560600281,-0.11337295919656754,-0.3502342402935028,-0.049608487635850906,0.1541556864976883,0.636221706867218,-0.28537559509277344,0.1994270235300064,0.033929239958524704,0.12236689031124115,0.1398473083972931,-0.3189639151096344,0.4368453025817871,-0.27670055627822876,0.0701514184474945,-0.3959238827228546,-0.031610120087862015,0.2572028338909149,0.4496379494667053,-0.17936915159225464,-0.34939849376678467,-0.4406015872955322,0.19683746993541718,-0.032291166484355927,0.4431177079677582,0.31841984391212463,0.22297412157058716,-0.37421905994415283,0.3761284053325653,0.20927195250988007,-0.12541373074054718,0.14560052752494812,-0.3245900571346283,0.2633216083049774,0.21276989579200745,-0.16537798941135406,-0.05166789889335632,-0.2732667326927185,0.07323218882083893,0.17336294054985046,-0.14278578758239746,0.25808727741241455,-0.06537036597728729,0.2234383225440979,-0.19371110200881958,0.8344393372535706,0.0022272474598139524,0.5136377811431885,0.08504195511341095,0.5147119760513306,0.18193590641021729
5,-0.36623427271842957,0.4026363492012024,-0.12467046827077866,-0.1158653199672699,-0.08301179111003876,-0.5973642468452454,-0.015130327083170414,-0.12458992749452591,0.11347122490406036,0.33366647362709045,-0.2450859248638153,0.12156146764755249,-0.20522268116474152,0.39896634221076965,-0.09630284458398819,-0.3452678322792053,-0.0901593342423439,0.20884336531162262,0.672204315662384,-0.2546188533306122,0.19875165820121765,0.03551161661744118,0.11307643353939056,0.14732249081134796,-0.29020658135414124,0.4771711826324463,-0.27349036931991577,0.05167526751756668,-0.46646952629089355,-0.07812832295894623,0.27649810910224915,0.43905913829803467,-0.19853630661964417,-0.41797342896461487,-0.41195613145828247,0.19219715893268585,-0.006301668472588062,0.44845277070999146,0.3810432255268097,0.28749141097068787,-0.3489057123661041,0.41900914907455444,0.1619298756122589,-0.14906445145606995,0.1715627759695053,-0.3498738706111908,0.29010269045829773,0.17935733497142792,-0.18883956968784332,-0.04731760174036026,-0.26539161801338196,0.03945014998316765,0.12526951730251312,-0.06548145413398743,0.2312764972448349,-0.021805178374052048,0.2943851351737976,-0.1778079718351364,0.8378534317016602,0.0009037607233040035,0.4741534888744354,0.07103202491998672,0.4593559205532074,0.1986527442932129
6,-0.3009285628795624,0.39134979248046875,-0.15617986023426056,-0.113311767578125,-0.1779441386461258,-0.7832756638526917,0.017718827351927757,-0.13814225792884827,-0.011817370541393757,0.39281395077705383,-0.22990849614143372,0.039059288799762726,-0.2192143350839615,0.5121693015098572,0.01672595925629139,-0.22380830347537994,-0.0669293999671936,0.3471181094646454,0.8840920925140381,-0.27009373903274536,0.1738969385623932,-0.03955027088522911,0.15382009744644165,0.16408902406692505,-0.5143924355506897,0.5047789812088013,-0.216996967792511,0.13684393465518951,-0.49121594429016113,-0.16335929930210114,0.47223812341690063,0.5532901883125305,-0.09066209197044373,-0.3653753101825714,-0.5797696709632874,0.12700866162776947,-0.028146790340542793,0.6649302244186401,0.48888668417930603,0.29549533128738403,-0.6069574952125549,0.6912267804145813,0.16684368252754211,-0.28358402848243713,0.30426129698753357,-0.437176913022995,0.23717230558395386,0.24017901718616486,-0.09579170495271683,-0.026755016297101974,-0.33009928464889526,-0.06955311447381973,0.29630154371261597,-0.21001185476779938,0.33712708950042725,-0.16979700326919556,0.19550076127052307,-0.2654244303703308,0.8191356062889099,-0.10959230363368988,0.6729614734649658,0.17863169312477112,0.6255414485931396,0.34290173649787903
7,-0.7485221028327942,0.6933396458625793,-0.32036229968070984,-0.15097524225711823,-0.11387377977371216,-1.075522780418396,-0.20036402344703674,-0.24251744151115417,-0.12641195952892303,0.3661539852619171,-0.31978151202201843,0.1556040495634079,-0.2198030799627304,0.1983104646205902,-0.014260909520089626,-0.4951745271682739,-0.031169354915618896,0.45404791831970215,1.2759032249450684,-0.4819570481777191,0.31054139137268066,0.2366967648267746,0.2938469648361206,0.42980092763900757,-0.2735213041305542,0.6619307398796082,-0.16123905777931213,0.1765344738960266,-0.2984072268009186,0.0023806472308933735,0.6662663817405701,0.6644445061683655,-0.4667854905128479,-0.4699835777282715,-0.4020546078681946,0.07361199706792831,-0.03194428235292435,0.40583333373069763,0.24440531432628632,0.18172945082187653,-0.36453327536582947,0.7380455732345581,0.20219865441322327,0.030562227591872215,-0.05586647614836693,-0.5612329840660095,0.0686160996556282,0.28158697485923767,-0.23922260105609894,0.09293824434280396,-0.15591676533222198,-0.0380212627351284,0.27619144320487976,-0.1105128601193428,0.5798185467720032,0.10235434770584106,0.320352703332901,-0.1923959106206894,1.1849712133407593,-0.08668734133243561,0.44399166107177734,0.08059407770633698,0.4809909760951996,0.5108560919761658
8,-1.7439846992492676,-0.6831613183021545,-0.5158556699752808,-0.026015570387244225,-1.472970962524414,-0.5248571634292603,-0.7381489276885986,0.19656409323215485,0.3889147639274597,1.7867990732192993,-0.6418889164924622,1.583086609840393,-1.4784241914749146,-0.7805172204971313,-0.48242178559303284,-1.424489974975586,0.45201295614242554,-0.26920419931411743,1.7518198490142822,-1.766239881515503,-0.7571689486503601,1.390711784362793,0.24165181815624237,-0.4471939504146576,0.2724159359931946,2.037837028503418,0.7254852652549744,-0.09446334838867188,-2.0496366024017334,0.4375394880771637,-0.8445636630058289,1.6886811256408691,-0.4941367506980896,-0.5939868092536926,-0.2396242618560791,0.5074266195297241,0.9606847763061523,1.0429761409759521,0.2710414528846741,1.4948264360427856,-0.1825244128704071,0.5445805191993713,1.6318814754486084,-1.0419175624847412,-0.6297208070755005,-1.0622425079345703,0.44738462567329407,1.3832939863204956,-0.20134395360946655,-1.600434422492981,0.09636909514665604,0.16101594269275665,0.9662579894065857,-0.642986536026001,-0.1495705395936966,1.2894916534423828,0.7285274863243103,-0.5031552314758301,2.4084908962249756,-0.5414548516273499,1.0652447938919067,-0.07138587534427643,0.32407107949256897,0.7215898036956787
9,0.20843252539634705,1.5053664445877075,-0.11962608993053436,-0.9346649646759033,-1.7820184230804443,-2.28472638130188,-0.6434585452079773,0.10826998949050903,0.5724464654922485,-0.5904189944267273,0.5737583041191101,1.196407437324524,-0.5225761532783508,0.8821799159049988,-0.9014038443565369,0.47499343752861023,-1.2587716579437256,1.4690101146697998,2.0469424724578857,0.83968186378479,0.2999911308288574,0.8272966742515564,1.9717978239059448,-0.15677577257156372,0.5496509671211243,2.011706590652466,-0.005979954265058041,-0.6409658789634705,-0.9814786314964294,-0.8394465446472168,-0.7440948486328125,0.7591983079910278,-0.07038556039333344,-0.9334577322006226,0.5577853322029114,1.4864776134490967,-1.335166573524475,0.7331954836845398,0.24265870451927185,0.9214088916778564,-1.456557273864746,2.2283639907836914,0.5082045793533325,1.4335098266601562,-0.026701174676418304,-2.2023112773895264,-0.9187123775482178,0.7272600531578064,-1.5608807802200317,-0.7386459708213806,-1.7989702224731445,-1.1009159088134766,-0.48911428451538086,-1.0108975172042847,-0.0022578423377126455,-1.0710341930389404,1.9301117658615112,-0.548545777797699,2.1533753871917725,-0.6399332284927368,1.074432611465454,-0.8765829205513,1.5564682483673096,0.902712345123291
