type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
29,-0.9265187382698059,0.35411009192466736,0.2594347894191742,0.8987980484962463,-0.07336456328630447,-0.4706599712371826,-1.300297498703003,0.10063084214925766,-1.654350996017456,-0.798650324344635,-0.7803340554237366,-0.5501895546913147,-0.020557301118969917,1.2526785135269165,1.6345609426498413,-0.3192780315876007
30,-0.28088998794555664,0.22537238895893097,0.28173601627349854,0.8019611835479736,-0.16546502709388733,-0.6121589541435242,-0.6949549913406372,-0.23556306958198547,-0.5589331984519958,-0.6401011943817139,-0.06498008221387863,-0.16619759798049927,-0.030398136004805565,0.3421788513660431,0.8942386507987976,0.14425942301750183
31,-0.102783203125,0.2508741617202759,0.11525435000658035,0.6224243640899658,-0.22275416553020477,-0.6796375513076782,-0.8821173906326294,-0.30816975235939026,-0.4955691397190094,-0.5466166138648987,0.07384240627288818,-0.4623417556285858,0.023226134479045868,0.4511159360408783,0.9984700679779053,-0.1482778787612915
32,0.07292287051677704,0.041543107479810715,-0.29314908385276794,1.8022210597991943,-0.4088381826877594,0.028875034302473068,-0.943244218826294,-0.15239334106445312,0.12831182777881622,-2.0589239597320557,-0.6231346130371094,-1.3984529972076416,0.46524426341056824,0.7084882259368896,3.132401704788208,0.17538638412952423
33,0.03999476507306099,0.0387725867331028,-0.3409203290939331,1.7599467039108276,-0.4858512282371521,0.06197422742843628,-1.0049448013305664,-0.1711081564426422,0.08855582773685455,-2.050243854522705,-0.6019955277442932,-1.3708877563476562,0.4971500337123871,0.6635957956314087,3.2192156314849854,0.20636582374572754
34,-0.40660250186920166,0.5167304277420044,0.7766363620758057,0.8019657135009766,-0.7040280699729919,0.06840348243713379,-1.1569406986236572,0.47932520508766174,-1.4265660047531128,-0.5123781561851501,0.5183790922164917,-0.7728180289268494,0.0414428785443306,0.2582647204399109,2.1838557720184326,-0.28893473744392395
35,-0.6134518384933472,1.1997514963150024,1.6054131984710693,0.9602832794189453,-1.4715949296951294,-0.014858478680253029,-1.626395344734192,0.9507813453674316,-2.487367630004883,-0.199385866522789,1.2328990697860718,-0.5075994729995728,-0.5375232696533203,0.4222089350223541,2.9163565635681152,-0.7620240449905396
36,-0.6071429252624512,1.1305100917816162,1.5695407390594482,1.007084608078003,-1.5888164043426514,-0.07074292004108429,-1.5791488885879517,1.0348912477493286,-2.459683895111084,-0.2972775399684906,1.1659595966339111,-0.6809273958206177,-0.4270547926425934,0.48956817388534546,2.823735475540161,-0.7583441734313965
37,-0.590134859085083,1.134210228919983,1.6082261800765991,1.0320138931274414,-1.4417338371276855,-0.10261660814285278,-1.5349167585372925,1.0055928230285645,-2.4702882766723633,-0.2568167746067047,1.2126195430755615,-0.6542397737503052,-0.48667266964912415,0.46616116166114807,2.8554141521453857,-0.7192735075950623
38,-0.1841541975736618,0.23410755395889282,0.7083755135536194,0.44094645977020264,-0.8060542941093445,-0.4272213578224182,-0.9752099514007568,0.3142382800579071,-1.196057677268982,-0.5100096464157104,0.5306922197341919,-0.36358577013015747,-0.05333296209573746,0.2191653847694397,1.7968543767929077,-0.6739524602890015
39,-0.12000999599695206,0.2590625584125519,0.08003337681293488,0.6865816712379456,-0.5121140480041504,-0.538372278213501,-0.9071002006530762,-0.3178187608718872,-0.4914202094078064,-0.6493269205093384,0.24374482035636902,-0.521125853061676,0.08859886229038239,0.1607319712638855,1.0924268960952759,-0.3868274986743927
40,-0.1809861958026886,0.33983543515205383,0.36222878098487854,0.6131917834281921,0.024766914546489716,-0.5909718871116638,-0.610795795917511,-0.28346702456474304,-0.19123438000679016,-0.8158951997756958,0.4260834753513336,-0.18998508155345917,-0.15046581625938416,0.14708824455738068,0.791944146156311,-0.06146297976374626
41,-0.1768595576286316,0.569664716720581,0.13757769763469696,0.8253902792930603,0.11818943917751312,-0.17627966403961182,-0.4811217188835144,-0.5138206481933594,0.26820001006126404,-0.08019018173217773,0.08126311749219894,-0.1246858611702919,-0.48190367221832275,0.3671221137046814,0.6830525994300842,-0.7193488478660583
42,-0.11323593556880951,0.29709064960479736,0.18270035088062286,0.7370026707649231,-0.2964310348033905,-0.6661474108695984,-0.6878893971443176,-0.46633899211883545,-0.3293207585811615,-0.6714488863945007,0.03858007863163948,-0.10590439289808273,-0.32923200726509094,0.20143504440784454,0.7254722714424133,-0.09833195805549622
43,-0.025341512635350227,0.4553234279155731,0.33087456226348877,0.6222915053367615,-0.3484954237937927,-0.4162357747554779,-0.6765474081039429,-0.4873749613761902,-0.4183119237422943,-0.5217164754867554,0.07519634813070297,0.03812433034181595,-0.3152155876159668,0.23070691525936127,0.8084683418273926,0.30587050318717957
44,0.675508975982666,2.2196977138519287,-0.6521602272987366,0.39471885561943054,-0.5658473968505859,-0.21808870136737823,-1.6924986839294434,-0.5883510708808899,-1.4121544361114502,-0.8397732377052307,-1.338244080543518,-0.00946875475347042,-0.9971299767494202,0.4691700041294098,1.7648417949676514,0.855221688747406
45,0.7343388795852661,2.2160589694976807,-0.6995049715042114,0.41846540570259094,-0.595421314239502,-0.21726669371128082,-1.643310785293579,-0.6189696788787842,-1.506308674812317,-0.8323690295219421,-1.3083512783050537,0.07891908288002014,-0.9967954754829407,0.5270054340362549,1.7967947721481323,0.8131943941116333
46,-0.07529565691947937,0.38871288299560547,0.2885100543498993,0.6661617159843445,-0.17067885398864746,-0.5037023425102234,-0.4771007299423218,-0.504949688911438,-0.37234359979629517,-0.6308994293212891,0.2726154029369354,-0.21528969705104828,-0.2873081564903259,0.2821268141269684,0.8045159578323364,-0.017287395894527435
47,-0.10942210257053375,0.37098419666290283,0.3330570161342621,0.5469058156013489,-0.12741556763648987,-0.5460010170936584,-0.6271568536758423,-0.4189532995223999,-0.3571082353591919,-0.5918040871620178,0.35576578974723816,-0.22125527262687683,-0.20551159977912903,0.18440741300582886,0.8590792417526245,-0.09838403016328812
48,-0.0836305171251297,0.24280384182929993,0.027459196746349335,0.39434298872947693,0.015278511680662632,-0.3538843095302582,-0.23099385201931,0.2602473795413971,0.1604892611503601,-0.6074594855308533,0.4668372571468353,0.15140776336193085,-0.2350243180990219,0.48618367314338684,0.34844863414764404,0.23178991675376892
49,-0.589824914932251,1.0592740774154663,-0.4772101044654846,0.4973825216293335,-0.0244545117020607,-0.8160511255264282,-0.36367154121398926,0.569129228591919,0.5549013018608093,-0.22523164749145508,-0.02249915525317192,-0.06042065843939781,-1.1779391765594482,0.1572355329990387,0.22123916447162628,0.20542892813682556
50,-0.13413864374160767,0.6375872492790222,-0.15436701476573944,0.2786567509174347,-0.19558678567409515,-0.5533043742179871,-0.5110188722610474,-0.19041413068771362,0.5524564385414124,-0.1900271475315094,0.423484206199646,-0.053829312324523926,-0.9064578413963318,0.36528924107551575,0.24980218708515167,0.1487870216369629
51,-0.12247074395418167,1.2985293865203857,-0.7358251810073853,0.8930156826972961,-0.647980272769928,-0.8615512251853943,-1.1094279289245605,0.23055388033390045,0.894817054271698,0.4087711572647095,0.8378781676292419,-0.14397147297859192,-1.9164665937423706,0.302007794380188,0.05413303151726723,-0.1283860206604004
52,-0.523521363735199,1.4752384424209595,-1.1818166971206665,1.3203327655792236,-1.4280357360839844,-1.6940146684646606,-0.33958113193511963,0.6373426914215088,0.3794022798538208,0.034009695053100586,1.0773545503616333,0.07828591763973236,-2.3391332626342773,-0.05915132164955139,0.33475157618522644,-0.5679216980934143
53,-0.7500588893890381,1.4032269716262817,-1.0355989933013916,0.9389879107475281,-1.5171881914138794,-1.967219591140747,-0.2335769236087799,0.5250915884971619,0.060829997062683105,-0.10057973861694336,1.0781160593032837,0.1707967072725296,-2.4429872035980225,-0.01181613840162754,0.6688055992126465,-0.5701462030410767
54,-0.7113898396492004,1.3717501163482666,-1.0084590911865234,0.9127638339996338,-1.453352689743042,-1.9300986528396606,-0.22528767585754395,0.49723929166793823,0.04947732016444206,-0.15756277740001678,1.0876439809799194,0.11871768534183502,-2.4991142749786377,0.020478472113609314,0.6515873670578003,-0.5650467276573181
55,-0.8047700524330139,1.368842363357544,-0.8337265253067017,0.9147472977638245,-1.577418327331543,-1.855334758758545,-0.08842909336090088,0.40917640924453735,0.41073834896087646,-0.3480122983455658,0.766197919845581,0.010063315741717815,-2.750012159347534,0.3642827272415161,0.41649866104125977,-0.32312971353530884
56,-1.1283215284347534,1.109272837638855,0.06757871806621552,-0.017841409891843796,-0.71023029088974,-1.122688889503479,-1.194853663444519,0.0761311873793602,0.43463608622550964,-1.2398971319198608,-0.8200157284736633,0.3492708206176758,-2.5107998847961426,0.899848461151123,0.570941150188446,0.7687147259712219
57,-0.6185189485549927,1.042475700378418,-0.13280543684959412,-0.10488888621330261,-0.051229581236839294,-0.772047221660614,-1.9429320096969604,-0.025209501385688782,-0.0110259298235178,-1.7202730178833008,-1.518944501876831,0.6079460978507996,-1.7066543102264404,1.2218525409698486,0.7733501195907593,1.1504274606704712
58,-0.5392284989356995,1.0723716020584106,-0.02404071018099785,-0.17808547616004944,-0.09721559286117554,-0.8809622526168823,-2.0212135314941406,-0.08139532059431076,-0.02168717049062252,-1.7019315958023071,-1.409018874168396,0.5784397125244141,-1.7313475608825684,1.2580066919326782,0.776502251625061,1.1086559295654297
59,-0.8251349329948425,0.9090166687965393,0.10003583878278732,-0.14365534484386444,-0.19136472046375275,-0.7340562343597412,-1.464239239692688,-0.016043830662965775,0.20561964809894562,-1.1404144763946533,-0.8974194526672363,0.37773147225379944,-1.5815980434417725,0.8334598541259766,0.6286143660545349,0.8530170321464539
60,-0.8448908925056458,0.7572110295295715,0.45925453305244446,0.15071342885494232,-0.1074247807264328,-0.8025487065315247,-1.6746724843978882,-0.14224541187286377,0.07547902315855026,-1.2561439275741577,-1.2223650217056274,0.2760924994945526,-1.3920259475708008,0.8548396825790405,0.6597514152526855,0.70096755027771
61,-1.1036025285720825,0.8912616968154907,-0.35443565249443054,0.44598525762557983,0.7664677500724792,-0.32986980676651,-1.7533639669418335,-0.4155620336532593,0.01883423514664173,-1.5645912885665894,-0.08677946031093597,-0.5029335021972656,-1.220420241355896,0.37310507893562317,0.7143797874450684,-0.24794773757457733
62,0.7711817026138306,-0.5036373734474182,0.5512049198150635,1.7102636098861694,-0.06714484095573425,-0.40482863783836365,-1.5569982528686523,0.5020847320556641,-0.8566404581069946,-0.4356440603733063,0.2657283842563629,1.5939630270004272,-0.6129990220069885,0.9417538642883301,0.3583967089653015,0.40442022681236267
63,0.0635283812880516,0.4828009307384491,0.25678369402885437,0.577421247959137,-0.028370153158903122,-0.52590411901474,-0.19473782181739807,-0.21378469467163086,-0.043040208518505096,-0.6854022741317749,0.4597342014312744,-0.08492909371852875,-0.4329429268836975,0.2845803201198578,0.4241794943809509,0.06023469567298889
64,0.05315600708127022,0.3292939066886902,0.3415974974632263,0.483847051858902,-0.10846541076898575,-0.5111883282661438,-0.38247090578079224,-0.3105863928794861,-0.001730570336803794,-0.6453676223754883,0.5020470023155212,0.07828136533498764,-0.3720734417438507,0.18056952953338623,0.6116930842399597,-0.11676286906003952
65,0.03481739014387131,0.3050435483455658,-0.018644491210579872,0.38374632596969604,-0.06682663410902023,-0.5115771889686584,-0.2745194137096405,0.18262484669685364,0.16241204738616943,-0.6304881572723389,0.5179668068885803,0.08661936223506927,-0.38287878036499023,0.3603951930999756,0.3154904246330261,0.21493259072303772
66,0.02601746656000614,1.3633334636688232,-0.653464138507843,0.04048864543437958,0.5054182410240173,-0.8580256104469299,-0.6276841759681702,0.14778180420398712,0.5343496799468994,-0.6975424885749817,0.965186595916748,-0.2639256417751312,-1.1972445249557495,0.14535468816757202,0.41430434584617615,0.06792118400335312
67,0.6239243149757385,0.6325297951698303,-0.39186716079711914,0.5243470668792725,0.2923470437526703,-0.5210747122764587,-0.9648033380508423,0.06991155445575714,0.4383147060871124,-1.0654122829437256,0.7595967650413513,-0.5258594751358032,-1.2917588949203491,0.3125218451023102,0.4214320480823517,-0.08960846066474915
68,0.5575611591339111,0.7312833070755005,-0.5743405222892761,0.4591468572616577,0.1441107541322708,-0.5840465426445007,-0.8401197791099548,0.10654766857624054,0.44614341855049133,-1.0228691101074219,0.71866375207901,-0.5637733936309814,-1.3219176530838013,0.2259729951620102,0.5262471437454224,-0.15639948844909668
69,0.32778751850128174,0.4941934049129486,-0.1757374107837677,0.8228433728218079,-0.31314635276794434,-0.3473126292228699,-0.07388826459646225,-0.33595138788223267,0.10347920656204224,-0.5187502503395081,0.2614014446735382,0.4058060050010681,-1.1727229356765747,0.07782775163650513,0.41005924344062805,-0.5643239617347717
70,0.3494446277618408,0.4560640752315521,0.3931976854801178,0.2327016443014145,-0.3087003231048584,-0.8626722097396851,-0.1971839815378189,-0.36735376715660095,0.041802357882261276,-0.784320056438446,0.13294972479343414,0.37015965580940247,-0.8640701174736023,0.357726126909256,0.7519263625144958,-0.003763796528801322
71,0.40531763434410095,0.5412915945053101,0.13974124193191528,0.2457686960697174,-0.16533347964286804,-0.7406512498855591,-0.09564239531755447,-0.2301812618970871,0.0037835859693586826,-0.6074689626693726,0.2011355608701706,0.4704902172088623,-0.9702385663986206,0.5644829869270325,0.5214974880218506,0.09699589014053345
72,-0.021449444815516472,0.4265064001083374,-0.07470820099115372,1.140317678451538,-0.16936521232128143,-0.35840851068496704,-0.12077771127223969,-0.0005198025028221309,-0.0197999756783247,-0.1593090146780014,0.7808672189712524,-0.24704855680465698,-0.915557861328125,0.4435361325740814,0.16393551230430603,-0.49802520871162415
73,0.07116176187992096,0.4467254877090454,0.19452586770057678,0.5529705286026001,-0.17356032133102417,-0.5959292650222778,-0.4199777841567993,-0.23990213871002197,0.012242245487868786,-0.7482555508613586,0.455428808927536,-0.09959491342306137,-0.5880878567695618,0.14369504153728485,0.3932007849216461,-0.08017183840274811
74,0.3883439600467682,0.5462684035301208,0.2392711043357849,0.21590764820575714,-0.16552165150642395,-0.5649809241294861,0.06872468441724777,-0.10624523460865021,-0.040396548807621,-0.48337867856025696,0.37165945768356323,0.4504450559616089,-0.8775484561920166,0.6332560181617737,0.7846735715866089,0.2754487693309784
75,0.8983776569366455,1.286697268486023,0.9025648236274719,-0.15218336880207062,-0.8885670304298401,-1.1433178186416626,0.14502327144145966,-0.3830246925354004,0.009876687079668045,-0.9407817721366882,-0.48418858647346497,1.0642249584197998,-1.6114720106124878,1.6798573732376099,1.6903966665267944,0.36839956045150757
76,0.8335686922073364,1.2050114870071411,0.8830077648162842,-0.1003296822309494,-0.9362258315086365,-1.123464584350586,0.2532537281513214,-0.2327239066362381,0.023794731125235558,-1.0470538139343262,-0.5617612600326538,1.1002004146575928,-1.518229603767395,1.7300420999526978,1.6945810317993164,0.41806140542030334
77,0.7907388806343079,1.1810036897659302,0.8956829905509949,-0.07363184541463852,-0.93704754114151,-1.1509850025177002,0.06687533855438232,-0.4731999635696411,-0.06101115047931671,-0.9662055373191833,-0.5844982862472534,1.053283929824829,-1.5979418754577637,1.4340927600860596,1.686974287033081,0.20014244318008423
78,1.1344999074935913,0.44297581911087036,-0.7521929144859314,0.3551376163959503,0.3055078983306885,-0.18550729751586914,-1.6329119205474854,0.22924929857254028,0.6436231136322021,-1.185951828956604,0.8194697499275208,-0.6171603798866272,-1.345945954322815,0.998365044593811,0.6477190852165222,-0.19761420786380768
79,1.4413018226623535,0.6883226037025452,-1.147247314453125,0.5219930410385132,0.2265876680612564,-0.3271884322166443,-2.1743197441101074,0.39208027720451355,0.878601610660553,-1.5146114826202393,0.9903948903083801,-0.9704711437225342,-1.6670342683792114,1.2216187715530396,0.7826516628265381,-0.41204139590263367
80,1.475691318511963,0.6399316191673279,-1.2109410762786865,0.48846235871315,0.22505581378936768,-0.3162490427494049,-2.2068700790405273,0.39853423833847046,0.8367338180541992,-1.3891123533248901,1.0222866535186768,-0.9584499001502991,-1.6472080945968628,1.25095796585083,0.759656548500061,-0.4419085681438446
81,1.5297938585281372,0.6821969151496887,-1.134558081626892,0.5247347354888916,0.2534959316253662,-0.287056565284729,-2.0210280418395996,0.42461004853248596,0.9002183079719543,-1.5108227729797363,0.9434802532196045,-0.998968780040741,-1.6383473873138428,1.2540279626846313,0.8387159705162048,-0.43779322504997253
82,1.2930469512939453,0.9873128533363342,-1.098151683807373,0.367756724357605,0.191515251994133,-0.3808658719062805,-1.3930160999298096,0.8549309372901917,0.9334571957588196,-1.2208178043365479,0.9337079524993896,-1.1692991256713867,-1.331518530845642,0.89068204164505,0.8379780650138855,-0.3264000117778778
83,0.6245643496513367,2.076960563659668,-0.8593391180038452,0.3048457205295563,0.22329169511795044,-0.8774316906929016,-0.7252513766288757,1.350921392440796,1.0330567359924316,-0.6995177268981934,0.9256756901741028,-1.1329506635665894,-0.9253214001655579,0.05941459909081459,1.297282338142395,-0.17412996292114258
84,0.622994601726532,2.040269136428833,-0.855577290058136,0.27954769134521484,0.23775063455104828,-0.9079486131668091,-0.7704388499259949,1.4391415119171143,1.0264230966567993,-0.6893689632415771,1.005324363708496,-1.128131628036499,-0.8816660642623901,0.09524495154619217,1.234532356262207,-0.0699058398604393
85,0.6352474093437195,2.0257692337036133,-0.8708539605140686,0.2767637073993683,0.10140123963356018,-0.9228994846343994,-0.7554409503936768,1.4392606019973755,1.0145299434661865,-0.7367386221885681,0.8995729088783264,-1.148444652557373,-0.8701792359352112,-0.019725151360034943,1.260863184928894,-0.13507987558841705
86,-0.10779432207345963,0.6508627533912659,-0.19511350989341736,0.3518054187297821,0.0034226346760988235,-0.5839986801147461,-0.11163158714771271,0.365159273147583,0.34940192103385925,-0.3597900867462158,0.3484032452106476,-0.040054913610219955,-0.5380104184150696,0.4080091118812561,0.17078585922718048,0.02140062116086483
87,-0.19905628263950348,1.1258773803710938,-0.6024896502494812,0.46788254380226135,0.25722643733024597,-1.6174042224884033,-0.2240956574678421,0.9517658352851868,0.8596529960632324,-0.7787601351737976,-0.21519342064857483,0.5047591924667358,-0.6831759214401245,0.49949800968170166,0.1536479890346527,-0.5028788447380066
88,-0.3002186715602875,1.1159080266952515,-0.5794239640235901,0.49237704277038574,0.3032459616661072,-1.5443024635314941,-0.22127597033977509,1.0286188125610352,0.908557653427124,-0.794771671295166,-0.2064027190208435,0.45268890261650085,-0.6203693151473999,0.5252547264099121,0.16063284873962402,-0.48308369517326355
89,-0.9482632875442505,1.4910050630569458,-0.8849371075630188,0.5813050270080566,-0.28262099623680115,-2.2781901359558105,-0.3018951416015625,1.2033205032348633,-0.23844709992408752,-0.8391487002372742,-0.4493366777896881,-0.037524059414863586,-0.07080225646495819,1.6250581741333008,-0.28397855162620544,-1.2497684955596924
