type,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31
20,-0.07767138630151749,-0.048291753977537155,0.07935172319412231,0.027437347918748856,-0.05012914165854454,0.02167731709778309,-0.033920228481292725,0.04541535675525665,-0.08043940365314484,0.03697090595960617,-0.06854798644781113,-0.03104270063340664,0.07905788719654083,-0.005724270362406969,0.09137190878391266,0.005902539938688278,0.04802915081381798,-0.05399875342845917,-0.03320954740047455,0.02174399048089981,-0.0859033539891243,-0.04436196759343147,-0.013070102781057358,0.011674582958221436,0.009420223534107208,-0.026466092094779015,-0.034775957465171814,-0.08839190751314163,0.002379877958446741,-0.002007420640438795,-0.04190180450677872,0.005661488976329565
21,-0.08650334179401398,-0.05743468925356865,0.08699538558721542,0.005828318651765585,-0.04863067716360092,0.007323159370571375,-0.022663893178105354,0.06603541970252991,-0.0818600207567215,0.031090715900063515,-0.056687258183956146,-0.05977089703083038,0.09203734248876572,0.01520500611513853,0.08071579784154892,0.005917783826589584,0.06357250362634659,-0.04863664135336876,-0.049512796103954315,0.0384976863861084,-0.07341799139976501,-0.047047220170497894,-0.016857393085956573,0.028984947130084038,-0.009280947037041187,-0.025250479578971863,-0.019682694226503372,-0.07931070774793625,0.00795169360935688,-0.0014930475736036897,-0.029901625588536263,0.007877610623836517
22,-0.06478329747915268,-0.04332629218697548,0.08936827629804611,0.016719019040465355,-0.05313245207071304,0.022258849814534187,-0.03493380919098854,0.07183226197957993,-0.11216512322425842,0.04365541413426399,-0.06715982407331467,-0.06338366121053696,0.09139122068881989,0.009076762944459915,0.08715566247701645,0.011958073824644089,0.07793554663658142,-0.053466711193323135,-0.06529220938682556,0.04875876381993294,-0.10275059938430786,-0.044644467532634735,0.010168193839490414,0.03598930686712265,-0.009112969972193241,-0.011695705354213715,-0.0435737781226635,-0.10296722501516342,0.008243800140917301,-0.01058202888816595,-0.03202277049422264,0.019466537982225418
23,-0.07317226380109787,-0.0417744405567646,0.09639177471399307,0.0071448939852416515,-0.05011621490120888,-0.006433833856135607,-0.01801666058599949,0.04714757949113846,-0.09244833141565323,0.038055453449487686,-0.0659450814127922,-0.037651460617780685,0.07520046830177307,0.019032789394259453,0.09739766269922256,0.015225195325911045,0.052199333906173706,-0.0591023787856102,-0.04492636024951935,0.023954100906848907,-0.08660802990198135,-0.046363044530153275,-0.010775781236588955,0.03356730192899704,0.005761666223406792,-0.006920619402080774,-0.029811646789312363,-0.09606653451919556,-0.0029896683990955353,-0.0030937762930989265,-0.03358708322048187,0.009021713398396969
24,-0.06922175735235214,-0.05965381860733032,0.08880505710840225,0.032117947936058044,-0.03781675547361374,0.004484205506742001,-0.03269921988248825,0.04645765200257301,-0.10351002216339111,0.04456399381160736,-0.07457787543535233,-0.06260990351438522,0.0777730643749237,0.0136584946885705,0.10229381918907166,0.006851888727396727,0.09403609484434128,-0.03973923996090889,-0.04175402969121933,0.05525347590446472,-0.0830533355474472,-0.04615243896842003,0.002666972577571869,0.01936778798699379,0.012341788969933987,-0.020179681479930878,-0.047546371817588806,-0.10466820746660233,0.022203339263796806,0.006557484623044729,-0.028158200904726982,0.011057201772928238
25,-0.06326216459274292,-0.04281264543533325,0.08936083316802979,0.02349083498120308,-0.04425201937556267,0.014387999661266804,-0.03250238299369812,0.06645425409078598,-0.10719016939401627,0.059175241738557816,-0.0718388482928276,-0.043887216597795486,0.08926315605640411,0.008076663129031658,0.0920604020357132,0.034182388335466385,0.06213152036070824,-0.05492401868104935,-0.050794389098882675,0.028595924377441406,-0.07649477571249008,-0.022980501875281334,0.001836904208175838,0.040476828813552856,0.009252680465579033,-0.024836834520101547,-0.046324193477630615,-0.10585418343544006,-0.0005082875723019242,-0.0094332005828619,-0.02873092330992222,0.021837208420038223
26,-0.0782477930188179,-0.06135854125022888,0.0997249111533165,0.008204414509236813,-0.05429602041840553,-0.002357889199629426,-0.030991459265351295,0.056665003299713135,-0.10630787163972855,0.038270819932222366,-0.0634213387966156,-0.035840775817632675,0.07889319956302643,-0.0014134711818769574,0.0930757150053978,0.00789265614002943,0.08684039115905762,-0.043337684124708176,-0.05810302495956421,0.03567829728126526,-0.0866110622882843,-0.03723569214344025,-0.007570471614599228,0.034703586250543594,0.012728841975331306,-0.009204608388245106,-0.020916452631354332,-0.08950598537921906,0.0020808239933103323,-0.007022823207080364,-0.02926620841026306,0.014989796094596386
27,-0.07834593206644058,-0.045557305216789246,0.08038521558046341,0.01664535142481327,-0.04956212267279625,0.018251653760671616,-0.03421942517161369,0.05375794693827629,-0.09074894338846207,0.03181357681751251,-0.0660368874669075,-0.05460500717163086,0.09400221705436707,0.015122867189347744,0.08209477365016937,0.03243131563067436,0.09017821401357651,-0.05282032489776611,-0.06006116420030594,0.04955519363284111,-0.08004879206418991,-0.029115667566657066,-0.0018044617027044296,0.02609020099043846,0.008057664148509502,-0.026181844994425774,-0.03483506292104721,-0.08401089906692505,-0.005004663020372391,0.014132763259112835,-0.05492454767227173,0.007632915861904621
28,-0.06552008539438248,-0.0438242182135582,0.09101942926645279,0.02081289514899254,-0.05866306275129318,-0.006408478133380413,-0.040170274674892426,0.061440419405698776,-0.10893256962299347,0.05887734517455101,-0.06121884286403656,-0.052049458026885986,0.08266827464103699,0.017674708738923073,0.079030342400074,0.015744837000966072,0.073428213596344,-0.04582749679684639,-0.03708907216787338,0.03149571269750595,-0.09770537167787552,-0.046198416501283646,-0.012643292546272278,0.030724577605724335,0.003889441257342696,-0.026001660153269768,-0.048585422337055206,-0.07746873050928116,0.0027974038384854794,0.010015400126576424,-0.056273769587278366,-0.004923523869365454
29,-0.07292954623699188,-0.04386202618479729,0.08615198731422424,0.01740226335823536,-0.03329475596547127,0.01002849917858839,-0.013347519561648369,0.04505790024995804,-0.08676833659410477,0.05506833642721176,-0.0737776830792427,-0.03398417681455612,0.0730070248246193,0.020493656396865845,0.09786131978034973,0.005775611847639084,0.05999390780925751,-0.03584036976099014,-0.0653170496225357,0.054360464215278625,-0.08244390040636063,-0.022490408271551132,-0.01937277428805828,0.032406602054834366,0.015645863488316536,-0.024082046002149582,-0.04378031566739082,-0.09822758287191391,0.022886211052536964,0.006719909608364105,-0.03936454653739929,0.012418621219694614
30,-0.07586394995450974,-0.042773522436618805,0.09085065126419067,0.03353138640522957,-0.055859874933958054,0.020148465409874916,-0.022387657314538956,0.07083681970834732,-0.1172141283750534,0.062159474939107895,-0.056633807718753815,-0.04866473004221916,0.09386346489191055,0.0022477423772215843,0.09912258386611938,0.027240043506026268,0.09240759164094925,-0.05661989748477936,-0.06223607063293457,0.04895453527569771,-0.08039984852075577,-0.04167334735393524,0.0068540750071406364,0.042547956109046936,0.010930770076811314,-0.034396398812532425,-0.02963431365787983,-0.0905393436551094,0.018786689266562462,0.0042924704030156136,-0.027304213494062424,-0.006256700027734041
31,-0.07388285547494888,-0.057110317051410675,0.09950025379657745,0.02455783635377884,-0.05864939093589783,0.01343273464590311,-0.016307512298226357,0.03687967732548714,-0.09233351051807404,0.048192963004112244,-0.06049593538045883,-0.05562891438603401,0.09684083610773087,0.022383924573659897,0.09862864762544632,0.015389339067041874,0.06514282524585724,-0.04452984035015106,-0.04470479115843773,0.03146557882428169,-0.08022479712963104,-0.042305201292037964,-0.00855171587318182,0.018137920647859573,-0.0003437549457885325,-0.039636388421058655,-0.025600232183933258,-0.0955171063542366,0.006072428077459335,0.01125468872487545,-0.0532207190990448,0.008136597461998463
32,-0.06646296381950378,-0.021534884348511696,0.07983686774969101,0.024706365540623665,-0.047496240586042404,0.01251063123345375,-0.014667470939457417,0.048517100512981415,-0.07317004352807999,0.035524602979421616,-0.059606824070215225,-0.04528914391994476,0.06442180275917053,-0.003792279865592718,0.07223200798034668,0.028091387823224068,0.07106081396341324,-0.04687812924385071,-0.042154788970947266,0.03740454465150833,-0.07129774242639542,-0.027068734169006348,0.00900749210268259,0.008716576732695103,0.008358105085790157,-0.009185574017465115,-0.03294577822089195,-0.051477059721946716,0.02239401824772358,0.0045461105182766914,-0.02975083701312542,0.017084091901779175
33,-0.07434206455945969,-0.043896399438381195,0.09335565567016602,0.026838932186365128,-0.05878611281514168,-0.00733009772375226,-0.031744781881570816,0.04983414337038994,-0.0983695387840271,0.03213271126151085,-0.06008990481495857,-0.0520988330245018,0.07844669371843338,0.019953319802880287,0.09888073801994324,0.004630489740520716,0.06346896290779114,-0.03614138066768646,-0.04066329821944237,0.04222729429602623,-0.09581662714481354,-0.038853131234645844,0.003879622556269169,0.019156377762556076,0.0028626807034015656,-0.032754722982645035,-0.02302074246108532,-0.09025098383426666,0.009441976435482502,-0.00927510391920805,-0.042404647916555405,-0.0033545284532010555
34,-0.08400744944810867,-0.04441596940159798,0.10443241894245148,0.02426253817975521,-0.06052166596055031,0.012911314144730568,-0.016166558489203453,0.05394108220934868,-0.09369225054979324,0.0502767339348793,-0.07492180913686752,-0.050732944160699844,0.07273104041814804,0.01323485653847456,0.10055483132600784,0.027457479387521744,0.07911191880702972,-0.06433096528053284,-0.037936024367809296,0.03751440346240997,-0.07800543308258057,-0.028682013973593712,0.005092153791338205,0.02457433193922043,-0.009878705255687237,-0.02537565678358078,-0.04166315123438835,-0.08533865213394165,0.024352291598916054,0.020034898072481155,-0.05683570355176926,-0.008079308085143566
35,-0.06218896806240082,-0.03198012337088585,0.08565707504749298,0.02958313189446926,-0.04519587382674217,-0.0009983201744034886,-0.03079865500330925,0.04225221648812294,-0.09519953280687332,0.04313373193144798,-0.07638797163963318,-0.03907698020339012,0.07837069034576416,-0.004070045426487923,0.09494807571172714,0.01815902069211006,0.07285286486148834,-0.03789889067411423,-0.06277497857809067,0.028005428612232208,-0.08414226770401001,-0.0428004264831543,-0.002719269599765539,0.03139238804578781,0.017352920025587082,-0.03666584938764572,-0.04121726006269455,-0.08153486996889114,0.0141379339620471,0.0011619257275015116,-0.05578695237636566,0.019607849419116974
36,-0.07457336783409119,-0.04892393574118614,0.08891373127698898,0.018653595820069313,-0.048410382121801376,-0.006036087870597839,-0.03992816060781479,0.048100877553224564,-0.08943694084882736,0.043999966233968735,-0.0774618461728096,-0.03384246304631233,0.07650468498468399,0.021919995546340942,0.09401550143957138,0.034107327461242676,0.07834912836551666,-0.06554081290960312,-0.0632614865899086,0.04215455800294876,-0.07113226503133774,-0.0350416861474514,-0.019237803295254707,0.04088884964585304,0.002625769004225731,-0.021515868604183197,-0.021699292585253716,-0.10893625020980835,0.01678364723920822,0.0038354641292244196,-0.029620934277772903,0.01769196055829525
37,-0.0733717828989029,-0.05721837654709816,0.0863497331738472,0.010549980215728283,-0.061438631266355515,0.0065004583448171616,-0.012951193377375603,0.07085448503494263,-0.11509747058153152,0.04099327698349953,-0.06144874170422554,-0.06316214054822922,0.09233777225017548,0.008809923194348812,0.08865286409854889,0.019055744633078575,0.07017112523317337,-0.05378003418445587,-0.04737985506653786,0.05784067139029503,-0.08975595980882645,-0.04990365356206894,0.008406405337154865,0.030882935971021652,0.002459278330206871,-0.02857322245836258,-0.04413580149412155,-0.10382222384214401,0.024929972365498543,0.007130741141736507,-0.051620062440633774,0.0004221386043354869
38,-0.07377398759126663,-0.056001216173172,0.08722279965877533,0.003954693209379911,-0.05739692971110344,0.0036458689719438553,-0.03583415597677231,0.06199406087398529,-0.08853408694267273,0.04046967253088951,-0.061774060130119324,-0.05556367337703705,0.08239293098449707,2.5519701011944562e-05,0.09704334288835526,0.009781288914382458,0.06510224938392639,-0.05456054210662842,-0.053174491971731186,0.053914424031972885,-0.0794580951333046,-0.029329774901270866,-0.020137401297688484,0.018503298982977867,0.00046327602467499673,-0.02393171936273575,-0.04604582116007805,-0.08830642700195312,-0.0025849370285868645,0.015105211175978184,-0.05140018090605736,-0.004848839249461889
39,-0.07608364522457123,-0.027803823351860046,0.09674601256847382,0.02513594552874565,-0.03383418545126915,0.00665751239284873,-0.02472427859902382,0.04710584133863449,-0.08089283853769302,0.05100839212536812,-0.05709708854556084,-0.0499245822429657,0.08202548325061798,0.018093015998601913,0.0890243798494339,0.014072438701987267,0.07636070996522903,-0.05534987151622772,-0.052689965814352036,0.037165265530347824,-0.09422825276851654,-0.036606982350349426,-0.01577637530863285,0.038666509091854095,0.0005370759172365069,-0.013459363952279091,-0.04882315918803215,-0.09455578029155731,0.014265306293964386,0.01014389656484127,-0.041124504059553146,0.0068305195309221745
40,-0.07082817703485489,-0.04207801818847656,0.08190757781267166,0.023219788447022438,-0.05919811129570007,-0.0023558938410133123,-0.022756846621632576,0.0446271151304245,-0.11222907900810242,0.037942975759506226,-0.06151358410716057,-0.05986639857292175,0.09351952373981476,0.0029745534993708134,0.08642805367708206,0.01554478332400322,0.09100141376256943,-0.061108168214559555,-0.04925139993429184,0.03133639320731163,-0.0967327207326889,-0.03205244243144989,-0.0013108400162309408,0.04229144752025604,0.005888026207685471,-0.03865030035376549,-0.050904229283332825,-0.09139876812696457,0.021826082840561867,0.014156734570860863,-0.03288636356592178,0.016107898205518723
41,-0.08732444792985916,-0.030739327892661095,0.08237837255001068,0.019932525232434273,-0.054091937839984894,1.234666706295684e-05,-0.012598706409335136,0.0606645792722702,-0.09533992409706116,0.05498042702674866,-0.07552187889814377,-0.042843613773584366,0.100140281021595,-0.0061423941515386105,0.08783961087465286,0.030135896056890488,0.07988564670085907,-0.055653639137744904,-0.06081085279583931,0.0428982637822628,-0.09890152513980865,-0.026400724425911903,0.009304443374276161,0.03816720098257065,-0.0008421099628321826,-0.02916049025952816,-0.034743450582027435,-0.08098726719617844,0.0028752044308930635,-0.00944577157497406,-0.04257803037762642,0.01807485707104206
42,-0.06060213968157768,-0.05298513546586037,0.10016646981239319,0.016970427706837654,-0.05746205523610115,0.005006103776395321,-0.030504651367664337,0.045512765645980835,-0.08780992031097412,0.05489626154303551,-0.053686171770095825,-0.05055714026093483,0.07414723187685013,0.005182464141398668,0.09243237972259521,0.025326421484351158,0.06358179450035095,-0.03835897520184517,-0.061501361429691315,0.04927820712327957,-0.08850274235010147,-0.049204155802726746,0.007501157931983471,0.0177279282361269,0.015010487288236618,-0.015946410596370697,-0.04721911624073982,-0.09977632015943527,0.0037797382101416588,0.009459475055336952,-0.03309923782944679,-0.003690034383907914
43,-0.0776572898030281,-0.03811727464199066,0.10287977010011673,0.03472902625799179,-0.04333709552884102,-0.007284012157469988,-0.019577477127313614,0.052323125302791595,-0.08382423222064972,0.04942593723535538,-0.06624089926481247,-0.06198127195239067,0.0919622853398323,-0.0023436066694557667,0.10249923169612885,0.007891753688454628,0.08968562632799149,-0.04890778660774231,-0.05079380050301552,0.04747503250837326,-0.08338098973035812,-0.02869345061480999,-0.004508119076490402,0.03738051652908325,0.016164973378181458,-0.020339887589216232,-0.0419091060757637,-0.08811061829328537,0.019104616716504097,0.01258798222988844,-0.040107086300849915,0.016827629879117012
