acc: 0.939810834049871 lastlost: 0.06018916595012902 numOfT: 1 singleDim: 80 wliter: 4
acc: 0.9015778871978514 lastlost: 0.09842211280214863 numOfT: 1 singleDim: 80 wliter: 4
acc: 0.9300581915846016 lastlost: 0.06994180841539843 numOfT: 4 singleDim: 8 wliter: 4
acc: 0.9946844225604298 lastlost: 0.005315577439570229 numOfT: 4 singleDim: 8 wliter: 4
acc: 0.9630266552020637 lastlost: 0.03697334479793635 numOfT: 4 singleDim: 8 wliter: 4
acc: 0.9922613929492692 lastlost: 0.007738607050730817 numOfT: 4 singleDim: 8 wliter: 4
acc: 0.936604744852283 lastlost: 0.06339525514771704 numOfT: 10 singleDim: 8 wliter: 4
acc: 0.9965868397493286 lastlost: 0.0034131602506713987 numOfT: 10 singleDim: 8 wliter: 4
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 10 singleDim: 8 wliter: 4
acc: 0.998280309544282 lastlost: 0.0017196904557179593 numOfT: 10 singleDim: 8 wliter: 4
