acc: 1.0 lastlost: 0.0 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9461727842435094 lastlost: 0.05382721575649063 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.896598030438675 lastlost: 0.10340196956132497 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.999140154772141 lastlost: 0.0008598452278589797 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9939810834049871 lastlost: 0.006018916595012858 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9939810834049871 lastlost: 0.006018916595012858 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9939810834049871 lastlost: 0.006018916595012858 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9939810834049871 lastlost: 0.006018916595012858 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9338630259623992 lastlost: 0.06613697403760077 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9350940017905103 lastlost: 0.06490599820948972 numOfT: 2 singleDim: 2 wliter: 2
acc: 0.9164615040286481 lastlost: 0.08353849597135188 numOfT: 2 singleDim: 2 wliter: 3
acc: 0.9155102954341987 lastlost: 0.0844897045658013 numOfT: 2 singleDim: 2 wliter: 4
acc: 0.8990040286481648 lastlost: 0.10099597135183525 numOfT: 2 singleDim: 2 wliter: 5
acc: 0.9077327663384065 lastlost: 0.0922672336615935 numOfT: 2 singleDim: 2 wliter: 6
acc: 0.9835496866606983 lastlost: 0.016450313339301692 numOfT: 2 singleDim: 4 wliter: 1
acc: 0.9838854073410922 lastlost: 0.0161145926589078 numOfT: 2 singleDim: 4 wliter: 2
acc: 0.9805282005371531 lastlost: 0.01947179946284694 numOfT: 2 singleDim: 4 wliter: 3
acc: 0.9861794986571173 lastlost: 0.013820501342882707 numOfT: 2 singleDim: 4 wliter: 4
acc: 0.9874104744852283 lastlost: 0.01258952551477166 numOfT: 2 singleDim: 4 wliter: 5
acc: 0.9878021486123545 lastlost: 0.012197851387645509 numOfT: 2 singleDim: 4 wliter: 6
acc: 1.0 lastlost: 0.0 numOfT: 2 singleDim: 2 wliter: 1
acc: 0.9948409286328461 lastlost: 0.005159071367153878 numOfT: 2 singleDim: 2 wliter: 2
