acc: 0.9759243336199485 lastlost: 0.02407566638005154 numOfT: 5 singleDim: 16
acc: 0.9570077386070507 lastlost: 0.042992261392949316 numOfT: 5 singleDim: 8
acc: 0.9638865004299226 lastlost: 0.03611349957007737 numOfT: 5 singleDim: 16
acc: 0.9595872742906277 lastlost: 0.040412725709372266 numOfT: 5 singleDim: 16
acc: 0.939810834049871 lastlost: 0.06018916595012902 numOfT: 5 singleDim: 4
acc: 0.9707652622527945 lastlost: 0.02923473774720553 numOfT: 5 singleDim: 16
acc: 0.9604471195184867 lastlost: 0.039552880481513286 numOfT: 4 singleDim: 16
acc: 0.9647463456577816 lastlost: 0.03525365434221839 numOfT: 6 singleDim: 16
acc: 0.9681857265692175 lastlost: 0.03181427343078247 numOfT: 5 singleDim: 16
acc: 0.9690455717970765 lastlost: 0.03095442820292349 numOfT: 6 singleDim: 16
acc: 0.9501289767841788 lastlost: 0.04987102321582115 numOfT: 6 singleDim: 4
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 16
acc: 0.9578675838349097 lastlost: 0.042132416165090336 numOfT: 4 singleDim: 4
acc: 0.9647463456577816 lastlost: 0.03525365434221839 numOfT: 5 singleDim: 16
acc: 0.943250214961307 lastlost: 0.05674978503869299 numOfT: 6 singleDim: 4
acc: 0.9767841788478074 lastlost: 0.02321582115219256 numOfT: 5 singleDim: 16
acc: 0.9690455717970765 lastlost: 0.03095442820292349 numOfT: 6 singleDim: 16
acc: 0.9484092863284609 lastlost: 0.05159071367153911 numOfT: 4 singleDim: 4
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 4 singleDim: 16
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 4
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 8
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 8
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 8
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 16
acc: 0.9699054170249355 lastlost: 0.03009458297506451 numOfT: 5 singleDim: 16
