"sparse weighted graph embedding,"
2609,-2.4749112,-0.6746809
2610,-2.4808817,-0.65360045
2611,-2.5371833,-0.6761907
2612,-2.5818493,-0.67666894
2613,-2.6118236,-0.6729219
2614,-2.6042316,-0.67841804
2615,-2.538219,-0.67939806
2616,-2.6124008,-0.6871386
2617,-2.6145353,-0.685152
2618,-2.577323,-0.6955042
2619,-2.652463,-0.6907587
2620,-2.6525126,-0.69263655
2621,-2.6108391,-0.68843055
2622,-2.6161368,-0.691163
2623,-2.5533497,-0.67603105
2624,-2.5683334,-0.6623532
2625,-2.621451,-0.68859196
2626,-2.7461746,-0.71554136
2627,-2.7162552,-0.7049432
2628,-2.7489953,-0.71525055
2629,-2.8153892,-0.72644037
2630,-2.764952,-0.7192893
2631,-2.7089217,-0.7167502
2632,-2.6660655,-0.69051564
2633,-2.6154647,-0.69497687
2634,-2.619062,-0.6963522
2635,-2.632643,-0.6994276
2636,-2.5860937,-0.6764073
2637,-2.5404272,-0.68422234
2638,-2.4369626,-0.6700969
2639,-2.394515,-0.64320254
2640,-2.3997416,-0.64684796
2641,-2.3969076,-0.6557798
2642,-2.3972812,-0.63742524
2643,-2.3923202,-0.6542367
2644,-2.3632398,-0.6472169
2645,-2.3595467,-0.6371983
2646,-2.3642087,-0.64935696
2647,-2.344399,-0.6522644
2648,-2.3051224,-0.6630086
2649,-2.2999964,-0.61725074
2650,-2.2960265,-0.63710386
2651,-2.3209462,-0.6358715
2652,-2.361601,-0.65446466
2653,-2.3830092,-0.65687585
2654,-2.389565,-0.65572643
2655,-2.4105942,-0.6532979
2656,-2.4585147,-0.6472636
2657,-2.494328,-0.6815435
2658,-2.5439692,-0.6625489
2659,-2.4897666,-0.6844388
2660,-2.605011,-0.67393404
2661,-2.541907,-0.6710601
2662,-2.5462618,-0.67447805
2663,-2.4912953,-0.64733505
2664,-2.5191667,-0.64788485
2665,-2.555078,-0.6739183
2666,-2.5809143,-0.674006
2667,-2.5525193,-0.6714341
2668,-2.5884535,-0.6673127
2669,-2.5685554,-0.6563423
2670,-2.6137998,-0.6865351
2671,-2.588773,-0.6804708
2672,-2.5092032,-0.64175767
2673,-2.5307913,-0.6487629
2674,-2.5350633,-0.67131096
2675,-2.6284673,-0.6808598
2676,-2.6259432,-0.68148047
2677,-2.6581357,-0.6792107
2678,-2.6521757,-0.6956106
2679,-2.50637,-0.641394
2680,-2.5513709,-0.663622
2681,-2.5957367,-0.6566453
2682,-2.6125576,-0.6567603
2683,-2.6114514,-0.6703822
2684,-2.6179388,-0.6535469
2685,-2.6339993,-0.66378087
2686,-2.608994,-0.6685921
2687,-2.5113308,-0.64922833
2688,-2.5096943,-0.6358044
2689,-2.5430918,-0.65748227
2690,-2.5186572,-0.65785813
2691,-2.4984922,-0.66018444
2692,-2.472764,-0.6465949
2693,-2.4818318,-0.652403
2694,-2.4826975,-0.65313685
2695,-2.4864025,-0.663967
2696,-2.4970162,-0.6529989
2697,-2.4975798,-0.65783626
2698,-2.5223758,-0.65528566
2699,-2.5248096,-0.67070603
2700,-2.5029213,-0.6585771
2701,-2.5093536,-0.6579454
2702,-2.5094962,-0.6681556
2703,-2.441699,-0.65609777
2704,-2.5251245,-0.65563416
2705,-2.5182943,-0.6481713
2706,-2.5593202,-0.6633211
2707,-2.5012558,-0.6617965
2708,-2.5069485,-0.65138113
2709,-2.547581,-0.67914814
2710,-2.5460246,-0.65354705
2711,-2.4740636,-0.6414921
2712,-2.4562907,-0.6607853
2713,-2.4537241,-0.64395636
2714,-2.4731386,-0.6442856
2715,-2.465112,-0.664916
2716,-2.5780754,-0.68175375
2717,-2.5876536,-0.67624176
2718,-2.5547867,-0.66356874
2719,-2.5026875,-0.6783244
2720,-2.5271971,-0.6513385
2721,-2.513924,-0.6720501
2722,-2.617407,-0.67494416
2723,-2.6448786,-0.6762214
2724,-2.7103052,-0.67533165
2725,-2.6956334,-0.68471986
2726,-2.7323487,-0.67865807
2727,-2.786387,-0.7039542
2728,-2.8383975,-0.71949637
2729,-2.8347642,-0.70503306
2730,-2.814043,-0.70190555
2731,-2.8323596,-0.70340943
2732,-2.8224921,-0.70608574
2733,-2.7934232,-0.7006014
2734,-2.7974637,-0.7080901
2735,-2.8178513,-0.71413267
2736,-2.8434353,-0.70407456
2737,-2.8457778,-0.6987645
2738,-2.8499653,-0.70057577
2739,-2.8540351,-0.70213866
2740,-2.8788414,-0.6994946
2741,-2.881537,-0.71826804
2742,-2.9218802,-0.72538644
2743,-2.9217908,-0.7213639
2744,-2.9999597,-0.74490815
2745,-2.9958656,-0.7434729
2746,-3.0370462,-0.7481451
2747,-2.9667447,-0.7417841
2748,-3.0714014,-0.75630003
2749,-3.3298013,-0.80558294
2750,-3.3356135,-0.81483865
2751,-3.3535893,-0.8156807
2752,-3.202336,-0.7847435
2753,-3.2576509,-0.7919073
2754,-3.2589512,-0.80316806
2755,-3.272755,-0.8125945
2756,-3.364806,-0.8206472
2757,-3.3190103,-0.7987542
2758,-3.3395853,-0.81419015
2759,-3.3361273,-0.8215756
2760,-3.328152,-0.8169327
2761,-3.432287,-0.82761437
2762,-3.3935745,-0.81928
2763,-3.3581076,-0.8233658
2764,-3.3627992,-0.8233066
2765,-3.2739038,-0.8001561
2766,-3.317125,-0.81177217
2767,-3.4480803,-0.84688604
2768,-3.2238057,-0.7917771
2769,-3.2355235,-0.7912683
2770,-3.3134186,-0.8074433
2771,-3.260519,-0.78864557
2772,-3.2516332,-0.80660427
2773,-3.2540228,-0.8058893
2774,-3.1676893,-0.7987165
2775,-3.1833625,-0.7912981
2776,-3.1496415,-0.7722517
2777,-3.1805768,-0.7866216
2778,-3.1956084,-0.7884161
2779,-3.2189457,-0.7937031
2780,-3.164576,-0.7827262
2781,-3.1450558,-0.783254
2782,-3.147609,-0.7891929
2783,-3.182867,-0.79077196
2784,-3.2753575,-0.81835526
2785,-3.2946053,-0.8057254
2786,-3.25022,-0.80555135
2787,-3.1617038,-0.78665394
2788,-3.1786983,-0.8040084
2789,-3.2052252,-0.8008957
2790,-3.1569488,-0.78286725
2791,-3.1810455,-0.78867406
2792,-3.1579475,-0.78525656
2793,-3.209087,-0.7922427
2794,-3.2094953,-0.795878
2795,-3.2110035,-0.79161805
2796,-3.167308,-0.793288
2797,-3.2128298,-0.80121386
2798,-3.218075,-0.7914278
2799,-3.2140894,-0.79324096
2800,-3.1042442,-0.79070497
2801,-3.0315409,-0.76189196
2802,-3.0432029,-0.7518701
2803,-3.040239,-0.7653357
2804,-3.0530586,-0.7796912
2805,-3.119735,-0.77121186
2806,-3.237002,-0.79169065
2807,-3.2381938,-0.80618364
2808,-3.2234726,-0.80096006
2809,-3.3527,-0.8091503
2810,-3.384533,-0.82265854
2811,-3.4991603,-0.8566096
2812,-3.3955507,-0.8469453
2813,-3.386882,-0.82532096
2814,-3.3963668,-0.840192
2815,-3.414636,-0.83578736
2816,-3.4191444,-0.835325
2817,-3.5187984,-0.86615103
2818,-3.5218616,-0.859437
2819,-3.5114186,-0.8480593
2820,-3.4091659,-0.84008664
2821,-3.38616,-0.8275845
2822,-3.3257937,-0.8324841
2823,-3.3050344,-0.8088026
2824,-3.3671546,-0.8186241
2825,-3.2811842,-0.81107295
2826,-3.2864842,-0.81660235
2827,-3.4222875,-0.83502215
2828,-3.3319519,-0.82367784
2829,-3.324203,-0.82582366
2830,-3.3198497,-0.8306381
2831,-3.3331454,-0.8253477
2832,-3.3397572,-0.83998513
2833,-3.4329307,-0.8635285
2834,-3.4479182,-0.8517905
2835,-3.3872714,-0.85598093
2836,-3.3284025,-0.83671755
2837,-3.3585894,-0.8375822
2838,-3.378211,-0.8357911
2839,-3.4652264,-0.8616448
2840,-3.48341,-0.8652515
2841,-3.5086718,-0.8706799
2842,-3.5382967,-0.8625289
2843,-3.5422819,-0.87905794
2844,-3.4800222,-0.8600822
2845,-3.5098264,-0.8610834
2846,-3.51167,-0.8807157
2847,-3.484385,-0.8524664
2848,-3.4553285,-0.83489037
2849,-3.5072532,-0.85894567
2850,-3.5665753,-0.88897544
2851,-3.446938,-0.85312593
2852,-3.482983,-0.84292185
2853,-3.4864275,-0.8583992
2854,-3.4850085,-0.8585194
2855,-3.4761705,-0.8700828
2856,-3.5067317,-0.871518
2857,-3.5942261,-0.8775006
2858,-3.5570543,-0.8700732
2859,-3.586302,-0.8763635
2860,-3.522582,-0.86778784
2861,-3.5152013,-0.8679432
2862,-3.5684974,-0.87998635
2863,-3.704424,-0.9143145
2864,-3.7351134,-0.91777754
2865,-3.7350483,-0.90913206
2866,-3.8811183,-0.9317284
2867,-3.8928711,-0.93589264
2868,-3.8938951,-0.94913214
2869,-3.8958771,-0.9435076
2870,-3.905614,-0.9433422
2871,-3.9151392,-0.95079297
2872,-3.9715807,-0.96772313
2873,-3.7638593,-0.92532814
2874,-3.8666818,-0.9520624
2875,-3.8729208,-0.9340512
2876,-3.8456879,-0.93159187
2877,-3.9004776,-0.9442232
2878,-3.8207085,-0.9217224
2879,-3.8770075,-0.9628343
2880,-3.8771114,-0.9652747
2881,-3.8952188,-0.9539777
2882,-4.124705,-1.0097373
2883,-4.130533,-1.000841
2884,-4.0535197,-0.97691023
2885,-4.0924587,-1.0044901
2886,-4.1202717,-1.0133051
2887,-4.259824,-1.054004
2888,-4.265393,-1.0439171
2889,-4.2738633,-1.0511957
2890,-4.2884116,-1.0592582
2891,-3.9268453,-0.9664088
2892,-3.9252152,-0.957172
2893,-3.953959,-0.97816694
2894,-3.7886097,-0.94333017
2895,-3.9022937,-0.94533247
2896,-3.8771253,-0.94600594
2897,-3.8546176,-0.9475421
2898,-3.8792,-0.94734627
2899,-3.888947,-0.95132995
2900,-3.9354815,-0.974524
2901,-3.9494464,-0.97545564
2902,-4.224159,-1.0369815
2903,-4.204861,-1.035484
2904,-4.197665,-1.0290507
2905,-4.082965,-1.008767
2906,-3.874033,-0.95741236
2907,-3.764405,-0.9276967
2908,-3.726595,-0.92486775
2909,-3.872756,-0.9545609
2910,-3.9137342,-0.9547726
2911,-3.8470354,-0.9622448
2912,-3.885195,-0.9468303
2913,-3.8746114,-0.9460383
2914,-3.8759403,-0.9504793
2915,-3.95084,-0.97683007
2916,-3.9652054,-0.9605533
2917,-4.0361934,-0.9879189
2918,-4.0541587,-0.99726576
2919,-4.0314226,-0.9857793
2920,-4.068919,-1.0004097
2921,-3.895087,-0.9576866
2922,-4.0711865,-1.0026202
2923,-4.006285,-0.97755414
2924,-4.057096,-0.9776683
2925,-4.0933743,-1.0104243
2926,-4.090531,-1.0079383
2927,-4.14094,-1.01839
2928,-4.529962,-1.1263708
2929,-4.5536165,-1.1112397
2930,-4.568413,-1.1340339
2931,-4.5938816,-1.1348753
2932,-4.6233616,-1.148888
2933,-4.5441017,-1.1192427
2934,-4.5622,-1.1165403
2935,-4.5568666,-1.1246259
2936,-4.5079446,-1.1209353
2937,-4.8415685,-1.2147614
2938,-4.288007,-1.0683409
2939,-4.3011765,-1.0693921
2940,-4.1815267,-1.0206455
2941,-4.1989017,-1.0379126
2942,-4.090023,-1.0038258
2943,-4.2534947,-1.0481644
2944,-4.2870765,-1.0493737
2945,-4.277352,-1.044953
2946,-4.310409,-1.0598797
2947,-4.340718,-1.0743955
2948,-4.368048,-1.0636423
2949,-4.340242,-1.0699099
2950,-4.36285,-1.0629418
2951,-4.397894,-1.0723814
2952,-4.412797,-1.0947961
2953,-4.4038897,-1.0727797
2954,-4.404654,-1.0746632
2955,-4.8211613,-1.2059932
2956,-4.868684,-1.2003707
2957,-4.861643,-1.2065332
2958,-4.8768806,-1.197491
2959,-4.8613324,-1.1938927
2960,-4.903545,-1.2179279
2961,-4.8900156,-1.2027885
2962,-4.9067087,-1.207518
2963,-4.318367,-1.0698875
2964,-4.287228,-1.065516
2965,-4.141929,-1.0277988
2966,-4.1705165,-1.0312451
2967,-4.170666,-1.0161868
2968,-4.2141924,-1.0396762
2969,-4.0032873,-0.98796237
2970,-3.860782,-0.9551373
2971,-3.7690945,-0.93659824
2972,-3.832139,-0.9516321
2973,-3.8494792,-0.95174813
2974,-3.8529174,-0.9573538
2975,-3.850783,-0.97077596
2976,-3.856912,-0.96478164
2977,-3.833717,-0.9488717
2978,-3.8670604,-0.95782363
2979,-3.9807596,-0.985671
2980,-4.0041203,-0.98254156
2981,-3.8719049,-0.95594954
2982,-3.8906174,-0.9622983
2983,-3.7571707,-0.9460722
2984,-3.8104584,-0.94732565
2985,-3.8369164,-0.9487183
2986,-3.8567972,-0.97159284
2987,-3.74616,-0.9179636
2988,-3.7604716,-0.9257952
2989,-3.497498,-0.8891807
2990,-3.5423594,-0.8835023
2991,-3.587619,-0.8882615
2992,-3.540622,-0.87986684
2993,-3.497972,-0.87569165
2994,-3.451813,-0.86531305
2995,-3.5057178,-0.86670786
2996,-3.5182433,-0.8775492
2997,-3.4985657,-0.89236176
2998,-3.4598935,-0.865572
2999,-3.408242,-0.85660595
3000,-3.3981383,-0.85510516
3001,-3.309455,-0.8412368
3002,-3.3643415,-0.8413887
3003,-3.3100517,-0.82704115
3004,-3.145873,-0.7941071
3005,-3.1574643,-0.79822326
3006,-3.1975982,-0.8250797
3007,-3.1789987,-0.8008649
3008,-3.178559,-0.8029668
3009,-3.1139145,-0.7841962
3010,-3.0111048,-0.77736455
3011,-2.942883,-0.7610765
3012,-2.9441988,-0.75963616
3013,-2.881528,-0.75671667
3014,-2.869712,-0.7388376
3015,-2.8858538,-0.74127555
3016,-2.7995036,-0.73858976
3017,-2.7583282,-0.72242874
3018,-2.7825074,-0.72656316
3019,-2.742297,-0.71548325
3020,-2.7588577,-0.7310816
3021,-2.7018807,-0.7062949
3022,-2.6490388,-0.71226126
3023,-2.6615841,-0.69273
3024,-2.6454904,-0.6795348
3025,-2.6121187,-0.6866576
3026,-2.6403315,-0.70775384
3027,-2.7032495,-0.70655507
3028,-2.7003558,-0.70255476
3029,-2.6936624,-0.70473015
3030,-2.7182727,-0.70703125
3031,-2.580879,-0.6717869
3032,-2.5410898,-0.6614871
3033,-2.4876263,-0.6610324
3034,-2.466999,-0.65798026
3035,-2.453164,-0.66176623
3036,-2.4918003,-0.6565072
3037,-2.490343,-0.66473264
3038,-2.534668,-0.6812107
3039,-2.5262315,-0.663243
3040,-2.4841044,-0.66098356
3041,-2.609629,-0.67780036
3042,-2.570871,-0.68014824
3043,-2.5534062,-0.6492808
3044,-2.5889752,-0.6730078
3045,-2.585029,-0.667461
3046,-2.6307118,-0.65791756
3047,-2.6136122,-0.65811634
3048,-2.509809,-0.64217603
3049,-2.3986592,-0.6411083
3050,-2.3922043,-0.64705825
3051,-2.3596368,-0.6265376
3052,-2.393479,-0.65132153
3053,-2.3944016,-0.64199704
3054,-2.3613174,-0.63738143
3055,-2.3736277,-0.6406057
3056,-2.3408017,-0.6314936
3057,-2.3493297,-0.6196427
3058,-2.2807734,-0.6195857
3059,-2.2716465,-0.6159478
3060,-2.258909,-0.62075317
3061,-2.2949903,-0.62122977
3062,-2.305488,-0.644162
3063,-2.388771,-0.6351629
3064,-2.3946927,-0.65211153
3065,-2.3873527,-0.64375055
3066,-2.3874564,-0.6355717
3067,-2.396554,-0.6321359
3068,-2.460388,-0.66554976
3069,-2.4821098,-0.6570603
3070,-2.53796,-0.6703434
3071,-2.539657,-0.6816316
3072,-2.6350892,-0.6881395
3073,-2.5711617,-0.671701
3074,-2.5403268,-0.6709445
3075,-2.554703,-0.6733337
3076,-2.4892657,-0.66018224
3077,-2.4441838,-0.6568626
3078,-2.443653,-0.6742737
3079,-2.4928093,-0.68847406
3080,-2.5313084,-0.6709205
3081,-2.6123464,-0.69081485
3082,-2.4924445,-0.6614697
3083,-2.4779515,-0.6590077
3084,-2.487234,-0.6577229
3085,-2.5672607,-0.66684294
3086,-2.6142385,-0.66708297
3087,-2.6646059,-0.6714443
3088,-2.7140918,-0.6892865
3089,-2.6281364,-0.65564036
3090,-2.6250606,-0.6920022
3091,-2.6406217,-0.67339116
3092,-2.6408195,-0.6952717
3093,-2.6665936,-0.6852868
3094,-2.6225007,-0.6752256
3095,-2.6952722,-0.6934429
3096,-2.7443795,-0.7177499
3097,-2.7339382,-0.7122176
3098,-2.8403397,-0.7313925
3099,-2.8723216,-0.73333204
3100,-2.796177,-0.7210226
3101,-2.723466,-0.7123557
3102,-2.783697,-0.71102566
3103,-2.6658525,-0.6903427
3104,-2.6735237,-0.70249605
3105,-2.7079382,-0.68930274
3106,-2.7128022,-0.7000029
3107,-2.6923966,-0.70254487
3108,-2.6430264,-0.6863877
3109,-2.5876286,-0.68632656
3110,-2.6392674,-0.68447876
3111,-2.640316,-0.7032402
3112,-2.634817,-0.6968611
3113,-2.634973,-0.6838751
3114,-2.6475446,-0.6927576
3115,-2.5966818,-0.67918354
3116,-2.5576077,-0.67141145
3117,-2.5570354,-0.6646812
3118,-2.5484166,-0.6689589
3119,-2.5940564,-0.68204665
3120,-2.5895953,-0.6779573
3121,-2.6044557,-0.6818485
3122,-2.5556867,-0.67105234
3123,-2.5743995,-0.6747251
3124,-2.5689747,-0.69161105
3125,-2.5914917,-0.6684715
3126,-2.5973017,-0.66882885
3127,-2.5881102,-0.68339676
3128,-2.646981,-0.69454706
3129,-2.6573718,-0.6950113
3130,-2.6627085,-0.67856634
3131,-2.669053,-0.69922304
3132,-2.605972,-0.6804301
3133,-2.6110888,-0.68470013
3134,-2.607643,-0.68394923
3135,-2.6059675,-0.6841751
3136,-2.5999215,-0.68286264
3137,-2.6685534,-0.69206893
3138,-2.7529747,-0.69540745
3139,-2.7482374,-0.7125757
3140,-2.7728646,-0.7059914
3141,-2.7318776,-0.70637035
3142,-2.7518637,-0.70859826
3143,-2.7542288,-0.70822036
3144,-2.806143,-0.7192988
3145,-2.8601656,-0.7215978
3146,-2.9359403,-0.7544619
3147,-2.9358888,-0.7450491
3148,-2.9849894,-0.7592376
3149,-3.0199137,-0.75298214
3150,-3.0356646,-0.7609161
3151,-3.0779536,-0.7727168
3152,-3.205769,-0.7897928
3153,-3.3438208,-0.8347397
3154,-3.3539839,-0.8152554
3155,-3.3401742,-0.81742615
3156,-3.4278407,-0.8425498
3157,-3.3586318,-0.83581406
3158,-3.409503,-0.8466459
3159,-3.5149992,-0.8557724
3160,-3.5183005,-0.8587489
3161,-3.5617332,-0.8688509
3162,-3.618177,-0.87579155
3163,-3.5181525,-0.8645584
3164,-3.5158572,-0.86859745
3165,-3.5168002,-0.8610774
3166,-3.633507,-0.8993561
3167,-3.644071,-0.8944531
3168,-3.5217154,-0.86723727
3169,-3.5680938,-0.87288284
3170,-3.5260966,-0.8614287
3171,-3.466678,-0.82921135
3172,-3.5018208,-0.8423874
3173,-3.4535396,-0.84815663
3174,-3.468505,-0.85312796
3175,-3.4325,-0.8358124
3176,-3.4069793,-0.8329979
3177,-3.2662404,-0.81081146
3178,-3.3275983,-0.8232022
3179,-3.2876096,-0.81256413
3180,-3.2906928,-0.82025015
3181,-3.3020394,-0.81254554
3182,-3.297775,-0.8071349
3183,-3.309447,-0.81290716
3184,-3.3082664,-0.8119562
3185,-3.262856,-0.810357
3186,-3.2614553,-0.8182221
3187,-3.2054944,-0.8041751
3188,-3.213294,-0.79175115
3189,-3.2645946,-0.82242227
3190,-3.2615812,-0.8173853
3191,-3.1707478,-0.7976868
3192,-3.131924,-0.7791674
3193,-3.1479573,-0.7754483
3194,-3.1664557,-0.7882534
3195,-3.2379434,-0.8105875
3196,-3.2532592,-0.80036694
3197,-3.3030767,-0.8004998
3198,-3.3059502,-0.81575
3199,-3.297884,-0.81356287
3200,-3.252246,-0.80315536
3201,-3.1816106,-0.77266693
3202,-3.1851726,-0.78828204
3203,-3.1874123,-0.77217585
3204,-3.179935,-0.78744775
3205,-3.2351468,-0.79105186
3206,-3.222482,-0.78416663
3207,-3.157998,-0.78365374
3208,-3.240687,-0.8084822
3209,-3.2943091,-0.82119334
3210,-3.2998102,-0.8351671
3211,-3.2353468,-0.7969605
3212,-3.2242177,-0.7863077
3213,-3.1649444,-0.78613526
3214,-3.305569,-0.8205544
3215,-3.2865894,-0.80111575
3216,-3.3194203,-0.81547713
3217,-3.3184478,-0.80478203
3218,-3.4134233,-0.8420478
3219,-3.4065132,-0.82975835
3220,-3.304006,-0.81697834
3221,-3.28481,-0.79892325
3222,-3.2809916,-0.81748474
3223,-3.3136537,-0.82497156
3224,-3.3056767,-0.8185722
3225,-3.3641403,-0.83272517
3226,-3.3582997,-0.83387995
3227,-3.3262532,-0.8275292
3228,-3.422529,-0.8447801
3229,-3.4184468,-0.8481894
3230,-3.4933534,-0.8584465
3231,-3.4866557,-0.84930205
3232,-3.2334647,-0.79785836
3233,-3.2035975,-0.8030638
3234,-3.234044,-0.8074481
3235,-3.2312064,-0.7886821
3236,-3.2322407,-0.7987425
3237,-3.0918257,-0.7771958
3238,-3.2713578,-0.800054
3239,-3.2301383,-0.7945698
3240,-3.1624875,-0.7758415
3241,-3.1107385,-0.763529
3242,-3.1094942,-0.7779251
3243,-3.1225247,-0.7788753
3244,-2.9863005,-0.7602962
3245,-3.0293825,-0.7561988
3246,-3.0357122,-0.7682169
3247,-2.9978938,-0.74731237
3248,-2.9994223,-0.74943346
3249,-2.996334,-0.7427662
3250,-2.994545,-0.7551033
3251,-2.957508,-0.7513194
3252,-2.9121723,-0.7457984
3253,-2.9355934,-0.7526734
3254,-2.9423578,-0.7469262
3255,-2.8742557,-0.7215196
3256,-2.845564,-0.73074985
3257,-2.8757246,-0.72753024
3258,-2.8602774,-0.7259045
3259,-2.8236556,-0.7117086
3260,-2.8211453,-0.7187429
3261,-2.8817804,-0.73515785
3262,-2.889252,-0.7309642
3263,-2.7474158,-0.7074557
3264,-2.72622,-0.7157915
3265,-2.670449,-0.6893844
3266,-2.6453142,-0.6797303
3267,-2.6276371,-0.68499315
3268,-2.6334863,-0.6675689
3269,-2.6927142,-0.67128736
3270,-2.7739677,-0.70452416
3271,-2.780191,-0.7073045
3272,-2.7695832,-0.7157206
3273,-2.6891825,-0.7010393
3274,-2.7926648,-0.712752
3275,-2.743426,-0.7139663
3276,-2.7317748,-0.7107438
3277,-2.6768203,-0.6817318
3278,-2.6419616,-0.68867886
3279,-2.6433952,-0.6919212
3280,-2.6909184,-0.69205254
3281,-2.74253,-0.7024181
3282,-2.7397666,-0.7085157
3283,-2.6475315,-0.6877385
3284,-2.6419842,-0.6811405
3285,-2.6382718,-0.67130625
3286,-2.6480956,-0.6811789
3287,-2.6467638,-0.67756706
3288,-2.718797,-0.7016499
3289,-2.7113,-0.69079435
3290,-2.6384075,-0.6725888
3291,-2.5414357,-0.6525681
3292,-2.5050995,-0.68110764
3293,-2.482502,-0.66319144
3294,-2.4327712,-0.6460515
3295,-2.4333107,-0.6574918
3296,-2.4216893,-0.66585904
3297,-2.311129,-0.62789756
3298,-2.34165,-0.64115924
3299,-2.3457925,-0.6439126
3300,-2.3834991,-0.64100295
3301,-2.2922528,-0.63087577
3302,-2.2700474,-0.62522364
3303,-2.3103364,-0.6224849
3304,-2.342811,-0.6405783
3305,-2.3474514,-0.63963944
3306,-2.3843641,-0.6482434
3307,-2.3899825,-0.65662354
3308,-2.3809185,-0.65580285
3309,-2.281643,-0.62787944
3310,-2.3026977,-0.6133956
3311,-2.2929895,-0.6316773
3312,-2.3079057,-0.6077265
3313,-2.282567,-0.6225508
3314,-2.3268766,-0.6300296
3315,-2.3749797,-0.62653995
3316,-2.3821466,-0.6336445
3317,-2.382191,-0.626386
3318,-2.3921876,-0.6252411
3319,-2.4290142,-0.6428975
3320,-2.3987775,-0.6333479
3321,-2.4197023,-0.6301396
3322,-2.419159,-0.63010377
3323,-2.3772078,-0.6326569
3324,-2.3644094,-0.6283803
3325,-2.361999,-0.61908275
3326,-2.3780756,-0.6338095
3327,-2.4529984,-0.6441861
3328,-2.467259,-0.64858675
3329,-2.5006566,-0.63964474
3330,-2.550571,-0.6434423
3331,-2.5597024,-0.66303265
3332,-2.5993261,-0.6587134
3333,-2.6712866,-0.69870085
3334,-2.6642988,-0.6841153
3335,-2.633677,-0.6758527
3336,-2.7072146,-0.690097
3337,-2.7594237,-0.7025386
3338,-2.7315328,-0.70459193
3339,-2.7693975,-0.7150624
3340,-2.7641454,-0.6969225
3341,-2.7635987,-0.7012076
3342,-2.7602541,-0.71164477
3343,-2.7688868,-0.70494807
3344,-2.768823,-0.701378
3345,-2.7834504,-0.7074816
3346,-2.8260465,-0.7024054
3347,-2.8307037,-0.710255
3348,-2.832699,-0.7208724
3349,-2.8903325,-0.71892285
3350,-2.8641667,-0.7151374
3351,-2.853737,-0.7258492
3352,-2.8720481,-0.71623874
3353,-2.8816354,-0.7428178
3354,-2.9272485,-0.7289147
3355,-2.857115,-0.7249467
3356,-2.8123481,-0.7004209
3357,-2.8378742,-0.71397406
3358,-2.8994493,-0.7191225
3359,-2.8363473,-0.7014472
3360,-2.83954,-0.7335008
3361,-2.8702762,-0.7236135
3362,-2.888062,-0.72250676
3363,-2.8360102,-0.7222226
3364,-2.8391576,-0.70973176
3365,-2.811908,-0.70718807
3366,-2.8046918,-0.71322316
3367,-2.8255653,-0.69992
3368,-2.8494155,-0.72701764
3369,-2.8229795,-0.7242408
3370,-2.783266,-0.7046358
3371,-2.7680712,-0.7070683
3372,-2.860768,-0.7153242
3373,-2.8066869,-0.6938512
3374,-2.8186808,-0.71190184
3375,-2.7623255,-0.70463884
3376,-2.8004365,-0.694694
3377,-2.7986715,-0.6991133
3378,-2.8907793,-0.72168267
3379,-2.9031405,-0.7202117
3380,-2.9851675,-0.7241493
3381,-3.040766,-0.7383419
3382,-2.9952545,-0.7323014
3383,-2.9605672,-0.7251976
3384,-2.9560788,-0.72797483
3385,-2.9553194,-0.7246114
3386,-2.9474797,-0.72939897
3387,-2.9450505,-0.7236503
3388,-2.9445117,-0.7162731
3389,-2.9303565,-0.7319866
3390,-2.8861456,-0.73276657
3391,-2.8581598,-0.7109593
3392,-2.8928466,-0.7230682
3393,-2.939146,-0.75159883
3394,-2.948403,-0.72363883
3395,-2.9081805,-0.72560513
3396,-2.8643918,-0.7068345
3397,-2.9342213,-0.7339968
3398,-2.9253545,-0.7331364
3399,-2.9873059,-0.7426878
3400,-3.1064043,-0.7649958
3401,-3.113277,-0.7700492
3402,-3.09928,-0.78369504
3403,-3.1216254,-0.7508218
3404,-3.064786,-0.7658895
3405,-3.0729847,-0.76567626
3406,-3.0918596,-0.7726241
3407,-3.0706804,-0.76199985
3408,-3.0165617,-0.76785153
3409,-3.0788798,-0.7779947
3410,-3.1741452,-0.80382127
3411,-3.1676192,-0.7838357
3412,-4.056445,-0.9701102
3413,-3.974687,-0.9524476
3414,-3.981633,-0.95137405
3415,-3.7263215,-0.9001116
3416,-3.7555614,-0.915418
3417,-3.622112,-0.87089413
3418,-3.6315453,-0.87640435
3419,-3.5380127,-0.8667108
3420,-3.484326,-0.8505472
3421,-3.4517345,-0.8393765
3422,-3.474578,-0.8465373
3423,-3.4905772,-0.8580498
3424,-3.4993973,-0.8647975
3425,-3.498104,-0.8588139
3426,-3.5173767,-0.857395
3427,-3.3659196,-0.8370503
3428,-3.2692723,-0.80391854
3429,-3.1926897,-0.79132605
3430,-3.1414528,-0.78284836
3431,-3.1628437,-0.78692377
3432,-3.1600354,-0.7861687
3433,-3.0969744,-0.7706444
3434,-3.1405916,-0.78909814
3435,-3.132056,-0.7829399
3436,-3.1705742,-0.7852934
3437,-3.1967032,-0.784851
3438,-3.1838653,-0.8093951
3439,-3.0800364,-0.76654094
3440,-3.08667,-0.7815158
3441,-3.069642,-0.75632846
3442,-3.0532434,-0.7662001
3443,-3.0439258,-0.7499296
3444,-2.9673307,-0.7487474
3445,-2.9598095,-0.74832016
3446,-2.9317656,-0.73515475
