"sparse weighted graph embedding,"
8847,-4.986041,-1.2886832
8848,-5.0155554,-1.3077463
8849,-5.049388,-1.3043765
8850,-5.0739145,-1.3195208
8851,-5.075184,-1.3021322
8852,-5.097163,-1.3281703
8853,-5.162635,-1.3475317
8854,-5.133808,-1.3323792
8855,-5.062219,-1.312504
8856,-5.179743,-1.3460968
8857,-5.2013063,-1.3552296
8858,-5.242596,-1.3597139
8859,-5.2567024,-1.3688554
8860,-5.2698054,-1.3673671
8861,-5.2830586,-1.3742505
8862,-5.207187,-1.3554941
8863,-5.245313,-1.3764619
8864,-5.2920322,-1.3772105
8865,-5.2692456,-1.373839
8866,-5.3064566,-1.3788103
8867,-5.3049693,-1.3824173
8868,-5.3420863,-1.3930874
8869,-5.385461,-1.3996
8870,-5.3776336,-1.3896753
8871,-5.2235904,-1.3426507
8872,-5.2640824,-1.3716786
8873,-5.2651467,-1.3577739
8874,-4.261044,-1.0752099
8875,-4.0208464,-1.0158205
8876,-3.6203177,-0.93964094
8877,-3.6383722,-0.9352635
8878,-3.619515,-0.9334653
8879,-3.6370926,-0.94236237
8880,-3.7271998,-0.9623153
8881,-3.7450454,-0.9689217
8882,-3.749846,-0.9675934
8883,-3.754792,-0.9792233
8884,-3.5142386,-0.90462154
8885,-3.6935544,-0.97882056
8886,-3.6949127,-0.97551644
8887,-3.7091577,-0.9805143
8888,-3.7164583,-0.98464996
8889,-3.7350538,-0.9955164
8890,-3.7436829,-0.9838829
8891,-3.7556694,-0.9984729
8892,-3.79213,-1.0008833
8893,-3.7830226,-1.0082408
8894,-3.7920427,-1.0019501
8895,-3.7990305,-1.0122156
8896,-3.8127022,-1.0070653
8897,-3.823604,-1.0078269
8898,-3.850181,-1.0192448
8899,-3.653112,-0.9640142
8900,-3.5508356,-0.93076885
8901,-3.4930391,-0.91710764
8902,-3.5265665,-0.91859525
8903,-3.5303998,-0.92295796
8904,-3.5675337,-0.9379159
8905,-3.638001,-0.9625679
8906,-3.6646986,-0.9546731
8907,-3.6561885,-0.96568304
8908,-3.5905228,-0.9250194
8909,-3.57953,-0.9416508
8910,-3.552042,-0.9278093
8911,-3.68233,-0.9588089
8912,-3.6673665,-0.97468877
8913,-3.6942039,-0.9810154
8914,-3.737671,-0.99153656
8915,-3.7370543,-0.99584025
8916,-3.7174585,-0.97796446
8917,-3.9063168,-1.0275068
8918,-3.914508,-1.0358146
8919,-3.8064563,-1.0142782
8920,-3.82727,-1.0197227
8921,-3.8575926,-1.0143784
8922,-3.862472,-1.0200194
8923,-3.6184375,-0.94917333
8924,-3.5788682,-0.9355212
8925,-3.6317606,-0.954896
8926,-3.6366708,-0.96313757
8927,-3.5979862,-0.96260244
8928,-3.6189637,-0.95386183
8929,-3.5676987,-0.9402546
8930,-3.5678208,-0.9213745
8931,-3.4238415,-0.9010591
8932,-3.4846961,-0.9093682
8933,-3.5606494,-0.9245793
8934,-3.4795945,-0.9039073
8935,-3.5366395,-0.9187529
8936,-3.6001673,-0.9394273
8937,-3.6141672,-0.932379
8938,-3.6649618,-0.95872116
8939,-3.7420645,-0.9730337
8940,-3.7585928,-0.97608244
8941,-3.8260515,-0.99109757
8942,-3.8554525,-1.002128
8943,-3.854882,-1.0042446
8944,-3.8554504,-1.0018661
8945,-3.8632793,-0.99437976
8946,-4.2452483,-1.105959
8947,-4.2709117,-1.1036643
8948,-4.268196,-1.1029125
8949,-4.2780285,-1.1099607
8950,-4.287672,-1.1117826
8951,-4.203896,-1.0835735
8952,-4.1694765,-1.0810975
8953,-4.1836243,-1.078826
8954,-4.2724237,-1.1102479
8955,-4.335895,-1.1165804
8956,-4.149627,-1.0677997
8957,-4.1674023,-1.0727084
8958,-4.38772,-1.133215
8959,-4.560635,-1.1686227
8960,-4.580806,-1.1799816
8961,-4.99468,-1.2793741
8962,-5.0064306,-1.2883317
8963,-5.0197506,-1.2973228
8964,-5.0348434,-1.2853079
8965,-5.068539,-1.2942531
8966,-5.069893,-1.3121724
8967,-5.1380935,-1.3274359
8968,-5.1301336,-1.3230009
8969,-5.1475444,-1.3204975
8970,-5.171726,-1.3316878
8971,-4.7202277,-1.2094711
8972,-4.738494,-1.2353308
8973,-4.784342,-1.2487673
8974,-4.684079,-1.2181278
8975,-4.963502,-1.2977536
8976,-4.983963,-1.2933108
8977,-4.567639,-1.1884028
8978,-5.0303693,-1.318659
8979,-5.029912,-1.3014005
8980,-5.1495924,-1.3344688
8981,-5.0980296,-1.3314333
8982,-4.689106,-1.2121553
8983,-5.2813177,-1.3709887
8984,-5.288701,-1.3650032
8985,-5.295626,-1.374927
8986,-5.382126,-1.4002974
8987,-5.340395,-1.3890538
8988,-5.4316854,-1.4139003
8989,-5.3878975,-1.4007905
8990,-5.074288,-1.3193825
8991,-5.0949492,-1.3191781
8992,-4.7166667,-1.2409142
8993,-4.5488167,-1.1812801
8994,-4.5587363,-1.1841289
8995,-4.4938555,-1.1747026
8996,-4.3591633,-1.1366602
8997,-4.0321226,-1.0397285
8998,-4.1219673,-1.0583142
8999,-4.029901,-1.0394123
9000,-4.0649085,-1.0702058
9001,-4.099364,-1.0822566
9002,-4.1058555,-1.0797687
9003,-4.1162705,-1.0885264
9004,-4.104877,-1.0851469
9005,-4.1345353,-1.0912156
9006,-4.163436,-1.0964745
9007,-4.145938,-1.0900205
9008,-4.165799,-1.0874531
9009,-3.8284254,-0.9830259
9010,-3.754998,-0.96402913
9011,-3.8891835,-1.0239118
9012,-3.8981593,-1.0226486
9013,-3.9217694,-1.0369816
9014,-3.9604554,-1.0391998
9015,-3.946546,-1.0370317
9016,-3.9703662,-1.0423145
9017,-3.9681938,-1.044121
9018,-3.6923034,-0.9655564
9019,-3.5740209,-0.9328322
9020,-3.5735073,-0.94221735
9021,-3.6077898,-0.93447906
9022,-3.5971055,-0.93609494
9023,-3.54867,-0.9289312
9024,-3.4399204,-0.89602405
9025,-3.2068303,-0.8510064
9026,-3.2190793,-0.84790254
9027,-3.1759968,-0.83248806
9028,-3.0341544,-0.8032246
9029,-2.967094,-0.7964919
9030,-2.8020532,-0.74949753
9031,-2.75173,-0.7382418
9032,-2.70999,-0.7369714
9033,-2.7506573,-0.7433302
9034,-2.766767,-0.7364571
9035,-2.81161,-0.7526438
9036,-2.8484776,-0.7646312
9037,-2.5680065,-0.69137144
9038,-2.4680445,-0.68358064
9039,-2.412123,-0.6657982
9040,-2.3781114,-0.668748
9041,-2.3876314,-0.684509
9042,-2.398445,-0.6706285
9043,-2.3466685,-0.65402025
9044,-2.3217742,-0.64882135
9045,-2.3319,-0.678502
9046,-2.3894606,-0.68786675
9047,-2.4187922,-0.68763477
9048,-2.427075,-0.67942435
9049,-2.4302258,-0.7014257
9050,-2.4390757,-0.68694717
9051,-2.2926788,-0.64803505
9052,-2.2818403,-0.6509693
9053,-2.2876523,-0.65481305
9054,-2.2826834,-0.65092474
9055,-2.2717907,-0.6376438
9056,-2.293106,-0.65109897
9057,-2.2426186,-0.6353412
9058,-2.2040768,-0.6465381
9059,-2.2008264,-0.62511295
9060,-2.21756,-0.64113086
9061,-2.2145867,-0.6286825
9062,-2.2657285,-0.6564191
9063,-2.2341518,-0.627927
9064,-2.2707882,-0.6478574
9065,-2.3147182,-0.644502
9066,-2.3004863,-0.6339152
9067,-2.3279498,-0.6599046
9068,-2.3100922,-0.6485193
9069,-2.3962872,-0.6622012
9070,-2.4194808,-0.6692312
9071,-2.4500785,-0.66225106
9072,-2.4266987,-0.6730983
9073,-2.4341757,-0.67559063
9074,-2.4908886,-0.6916219
9075,-2.5306737,-0.70418346
9076,-2.4208102,-0.6710594
9077,-2.3970242,-0.6688987
9078,-2.394575,-0.6690353
9079,-2.4197419,-0.6794521
9080,-2.3828366,-0.6766852
9081,-2.3779206,-0.66785455
9082,-2.3663397,-0.6717142
9083,-2.3952067,-0.67189825
9084,-2.4060616,-0.6734398
9085,-2.3638906,-0.663561
9086,-2.3490324,-0.65129447
9087,-2.3644273,-0.66027355
9088,-2.447922,-0.685613
9089,-2.451284,-0.6741468
9090,-2.3636358,-0.65758246
9091,-2.3529212,-0.6482309
9092,-2.2727392,-0.6150789
9093,-2.3410742,-0.6596779
9094,-2.3977969,-0.65501666
9095,-2.4399598,-0.6824303
9096,-2.4303515,-0.66325426
9097,-2.3750103,-0.6566014
9098,-2.3463855,-0.64387333
9099,-2.3297284,-0.6514052
9100,-2.3053226,-0.6205005
9101,-2.2422335,-0.62040675
9102,-2.2984307,-0.63286656
9103,-2.328444,-0.6355503
9104,-2.3604453,-0.66248107
9105,-2.3712223,-0.6530809
9106,-2.3836894,-0.6678629
9107,-2.4243457,-0.6573557
9108,-2.421464,-0.66309565
9109,-2.4018252,-0.65561074
9110,-2.4106567,-0.6555087
9111,-2.4709537,-0.6664267
9112,-2.6062055,-0.72231954
9113,-2.6573677,-0.7420295
9114,-2.7273827,-0.7795682
9115,-2.7303765,-0.76252025
9116,-2.6993685,-0.7526163
9117,-2.764885,-0.76548517
9118,-2.8089504,-0.78960305
9119,-2.578154,-0.70383185
9120,-2.6706834,-0.7065691
9121,-2.6720095,-0.7173785
9122,-2.7288926,-0.72384405
9123,-2.6902838,-0.7193069
9124,-2.621845,-0.7112546
9125,-2.554221,-0.69095725
9126,-2.5414093,-0.68831074
9127,-2.6542337,-0.7047507
9128,-2.670633,-0.7171336
9129,-2.855008,-0.7539663
9130,-2.8515873,-0.75219727
9131,-2.72038,-0.72333324
9132,-2.7147849,-0.7276591
9133,-2.7156034,-0.72701687
9134,-2.7809403,-0.74154687
9135,-2.8198931,-0.7513324
9136,-2.839513,-0.7475882
9137,-3.0651488,-0.7971673
9138,-2.850066,-0.7650821
9139,-2.8809156,-0.7645575
9140,-2.868213,-0.75437987
9141,-2.8329902,-0.7685818
9142,-2.8619869,-0.7707899
9143,-2.8859622,-0.7711137
9144,-2.8596656,-0.77646077
9145,-2.779899,-0.74510556
9146,-2.7876606,-0.75265086
9147,-2.7890258,-0.75906384
9148,-2.7437437,-0.7424094
9149,-2.704012,-0.7392487
9150,-2.7513835,-0.7357925
9151,-2.7437336,-0.7429164
9152,-2.6020846,-0.7051555
9153,-2.634664,-0.7109469
9154,-2.6143851,-0.7105725
9155,-2.625603,-0.71790296
9156,-2.7416816,-0.7502379
9157,-2.6921515,-0.7345346
9158,-2.6059263,-0.7258818
9159,-2.5152261,-0.67867637
9160,-2.5640028,-0.68602127
9161,-2.524877,-0.6875612
9162,-2.5779898,-0.70676076
9163,-2.6106877,-0.716355
9164,-2.6736276,-0.7405633
9165,-2.6771443,-0.7245349
9166,-2.5208588,-0.69589007
9167,-2.4812438,-0.6752442
9168,-2.5213385,-0.6910312
9169,-2.545262,-0.6832543
9170,-2.50574,-0.6796973
9171,-2.4631493,-0.67092574
9172,-2.4177892,-0.67287034
9173,-2.4364352,-0.6662007
9174,-2.4370055,-0.6774469
9175,-2.5184932,-0.675283
9176,-2.4200096,-0.65649945
9177,-2.3805697,-0.64732844
9178,-2.3781083,-0.6331344
9179,-2.3956294,-0.6480018
9180,-2.4093895,-0.65158004
9181,-2.4086187,-0.6525001
9182,-2.416527,-0.65804046
9183,-2.3938785,-0.6436612
9184,-2.4129062,-0.6587972
9185,-2.4518957,-0.6698848
9186,-2.4775276,-0.66159564
9187,-2.5469186,-0.6878841
9188,-2.553542,-0.68983656
9189,-2.5740106,-0.6832439
9190,-2.5344346,-0.6720435
9191,-2.4804623,-0.6558782
9192,-2.5222397,-0.6792632
9193,-2.5686846,-0.6693831
9194,-2.5254333,-0.6891995
9195,-2.6479032,-0.6924626
9196,-2.7089,-0.72914857
9197,-2.7048454,-0.7135986
9198,-2.665703,-0.7112138
9199,-2.5889015,-0.6981199
9200,-2.569394,-0.7010998
9201,-2.5843446,-0.69735444
9202,-2.595695,-0.6953664
9203,-2.6350787,-0.70357287
9204,-2.5633156,-0.6861154
9205,-2.574325,-0.6944008
9206,-2.5918915,-0.69045997
9207,-2.5260773,-0.6734049
9208,-2.60207,-0.69162554
9209,-2.5665023,-0.6886196
9210,-2.5632536,-0.6846756
9211,-2.557802,-0.685939
9212,-2.5662704,-0.6852629
9213,-2.7099524,-0.6964937
9214,-2.7926826,-0.7375205
9215,-2.9067767,-0.7586395
9216,-2.8875368,-0.7540021
9217,-2.9083695,-0.76152474
9218,-2.866481,-0.75861347
9219,-2.9410028,-0.7730846
9220,-2.871998,-0.7715579
9221,-2.8702986,-0.7628679
9222,-2.8852866,-0.7584533
9223,-2.8847227,-0.7770214
9224,-2.9013622,-0.76885
9225,-2.908235,-0.7745527
9226,-2.9025204,-0.773773
9227,-2.9915364,-0.79240024
9228,-3.0593174,-0.8130303
9229,-3.015656,-0.79387397
9230,-2.9492276,-0.78210306
9231,-3.050874,-0.79935527
9232,-3.0631387,-0.80219036
9233,-3.0734115,-0.8072855
9234,-3.0803173,-0.80238825
9235,-3.0624657,-0.7948845
9236,-3.1919284,-0.8352367
9237,-3.2056851,-0.8502332
9238,-3.2137682,-0.8352587
9239,-3.1820943,-0.83742744
9240,-3.2057984,-0.828793
9241,-3.2798216,-0.84931934
9242,-3.461362,-0.8977148
9243,-3.4559126,-0.900983
9244,-3.4194322,-0.87916684
9245,-3.429772,-0.89136654
9246,-3.493042,-0.8982391
9247,-3.638195,-0.942279
9248,-3.5092697,-0.90405077
9249,-3.4960551,-0.9087539
9250,-3.5057719,-0.9142039
9251,-3.503853,-0.91144246
9252,-3.4843435,-0.90939194
9253,-3.542419,-0.9095038
9254,-3.5486352,-0.91181177
9255,-3.5347953,-0.9230472
9256,-3.5310764,-0.92158204
9257,-3.6022613,-0.93900347
9258,-3.5494063,-0.91167426
9259,-3.5720732,-0.92862153
9260,-3.5719588,-0.9363037
9261,-3.5775375,-0.9587963
9262,-3.5902019,-0.9496555
9263,-3.6263225,-0.9543392
9264,-3.6999655,-0.9598684
9265,0.086574934,-0.07272492
9266,-0.18889415,0.08582657
9267,0.21405554,-0.16044298
9268,-0.19872697,0.24486925
9269,-0.12493189,-0.23156075
9270,0.17711432,-0.20215444
9271,-0.018629571,0.09056669
9272,0.11010891,-0.16818832
9273,-0.19982213,-0.005549321
9274,-0.09375025,-0.044894747
9275,0.14899829,0.15870023
9276,-0.09811087,-0.07120925
9277,-0.21696533,-0.08870267
9278,-0.032613065,0.15460376
9279,-4.285724,-1.1010237
9280,-4.096083,-1.0450585
9281,-4.049252,-1.0417378
9282,-4.0500803,-1.0475351
9283,-3.9333887,-1.0132836
9284,-3.8557484,-0.9967263
9285,-3.9124033,-1.0129247
9286,-3.8564487,-0.9923813
9287,-4.077687,-1.064918
9288,-4.1032968,-1.0761172
9289,-4.1225557,-1.0702584
9290,-4.12044,-1.0850352
9291,-4.142117,-1.0795275
9292,-4.148382,-1.0903416
9293,-4.2653666,-1.1098635
9294,-4.263756,-1.116983
9295,-4.276607,-1.1179491
9296,-3.832465,-1.0006745
9297,-3.6578064,-0.94945365
9298,-3.7121272,-0.9884675
9299,-3.7278922,-0.9878837
9300,-3.7303343,-0.974595
9301,-3.4914877,-0.91613156
9302,-3.4085803,-0.89264613
9303,-3.4280787,-0.9086681
9304,-3.433233,-0.9145994
9305,-3.3679192,-0.88603616
9306,-3.2454224,-0.84534633
9307,-3.2903092,-0.874051
9308,-3.3010848,-0.8827991
9309,-3.1031475,-0.8303342
9310,-3.1185424,-0.8183388
9311,-3.1098158,-0.8355853
9312,-3.037305,-0.80216825
9313,-3.058668,-0.7981239
9314,-3.0575137,-0.8203317
9315,-3.0057771,-0.7978092
9316,-2.9361923,-0.7804147
9317,-3.0066519,-0.79031926
9318,-3.0721526,-0.80356055
9319,-3.0495892,-0.80672985
9320,-3.101963,-0.8141056
9321,-3.0808444,-0.8176295
9322,-3.0897028,-0.8222338
9323,-3.136083,-0.82428646
9324,-3.1590276,-0.8238271
9325,-3.1555703,-0.8311859
9326,-3.2458467,-0.8585685
9327,-3.2551136,-0.8797671
9328,-3.1573272,-0.8318969
9329,-3.189957,-0.8415253
9330,-3.20368,-0.8594922
9331,-3.179122,-0.83596313
9332,-3.1756277,-0.8421112
9333,-3.2559776,-0.86548007
9334,-3.2689085,-0.8799677
9335,-3.2803235,-0.87810856
9336,-3.146825,-0.813092
9337,-3.1997483,-0.8574445
9338,-3.1965237,-0.85941756
9339,-3.2262666,-0.8700387
9340,-3.2449486,-0.8737367
9341,-3.2148287,-0.86435443
9342,-3.11566,-0.8165306
9343,-3.176589,-0.8389534
9344,-3.2114017,-0.8586808
9345,-3.226727,-0.85589397
9346,-3.2419717,-0.8618346
9347,-3.23243,-0.85389745
9348,-3.301981,-0.8685448
9349,-3.4683824,-0.9055558
9350,-3.5096292,-0.9243922
9351,-3.3308516,-0.8866305
9352,-3.2593977,-0.8499308
9353,-3.325487,-0.87368536
9354,-3.240706,-0.84042245
9355,-3.2612936,-0.8648343
9356,-3.222845,-0.8534804
9357,-3.2588758,-0.84835815
9358,-3.3101935,-0.8665749
9359,-3.2516057,-0.86242104
9360,-3.270182,-0.85079587
9361,-3.0644844,-0.8177453
9362,-3.141724,-0.84219444
9363,-3.094089,-0.82428974
9364,-3.1502552,-0.83793086
9365,-3.160752,-0.84974056
9366,-3.10796,-0.817687
9367,-3.0649335,-0.8203779
9368,-3.0637403,-0.81663454
9369,-2.972002,-0.8147162
9370,-3.0014167,-0.7844415
9371,-3.0194552,-0.8012054
9372,-3.010932,-0.7942848
9373,-3.0388098,-0.7962598
9374,-3.0772817,-0.82775724
9375,-2.9902918,-0.7911381
9376,-3.0404088,-0.7960732
9377,-2.9523234,-0.78077704
9378,-2.9486172,-0.7864494
9379,-2.8523676,-0.75651425
9380,-2.8368495,-0.74414814
9381,-2.8804111,-0.75844026
9382,-2.8821013,-0.76951265
9383,-2.8786392,-0.75514793
9384,-2.8861535,-0.7781035
9385,-2.8674798,-0.752045
9386,-2.7847834,-0.7318355
9387,-2.7639775,-0.741284
9388,-2.6901577,-0.71690387
9389,-2.493541,-0.6766719
9390,-2.4505758,-0.66025054
9391,-2.3687952,-0.6400065
9392,-2.3278255,-0.626337
9393,-2.3595057,-0.6402299
9394,-2.2509973,-0.64013034
9395,-2.2556643,-0.62931323
9396,-2.2697697,-0.6304635
9397,-2.2486694,-0.6301633
9398,-2.3373024,-0.65131414
9399,-2.32865,-0.6588034
9400,-2.3425968,-0.64895093
9401,-2.3786697,-0.6705889
9402,-2.386552,-0.6615249
9403,-2.3141224,-0.6167599
9404,-2.3357668,-0.6225877
9405,-2.2899027,-0.6325922
9406,-2.3012357,-0.6239107
9407,-2.2949946,-0.622325
9408,-2.2639525,-0.615268
9409,-2.2373552,-0.60063523
9410,-2.2506058,-0.6212952
9411,-2.2591963,-0.6264374
9412,-2.291947,-0.62113535
9413,-2.249232,-0.626794
9414,-2.2933407,-0.63307065
9415,-2.27287,-0.6251639
9416,-2.3047745,-0.6183132
9417,-2.2594786,-0.6264005
9418,-2.2729795,-0.6162117
9419,-2.271093,-0.6316918
9420,-2.2391722,-0.6180098
9421,-2.2385585,-0.62836534
9422,-2.2424927,-0.6232491
9423,-2.280694,-0.6204932
9424,-2.2726417,-0.62304133
9425,-2.3169634,-0.6319735
9426,-2.4436495,-0.6749806
9427,-2.3322284,-0.63647395
9428,-2.3926492,-0.6368847
9429,-2.4772065,-0.6744035
9430,-2.4739347,-0.6600296
9431,-2.488382,-0.6810468
9432,-2.4666092,-0.670916
9433,-2.4433544,-0.674253
9434,-2.4736927,-0.6839414
9435,-2.4805434,-0.68751365
9436,-2.4713607,-0.69477355
9437,-2.4789972,-0.6863384
9438,-2.3619177,-0.65769833
9439,-2.3568292,-0.6556465
9440,-2.3451347,-0.6455344
9441,-2.3496423,-0.6549295
9442,-2.3363411,-0.6438702
9443,-2.2930608,-0.62826765
9444,-2.3272083,-0.6447173
9445,-2.2932324,-0.6337157
9446,-2.3152778,-0.65467227
9447,-2.279034,-0.62820935
9448,-2.2328737,-0.6260074
9449,-2.221076,-0.6233688
9450,-2.2552345,-0.61561966
9451,-2.2452307,-0.6243248
9452,-2.1955729,-0.6053052
9453,-2.1673663,-0.59759647
9454,-2.197759,-0.62630093
9455,-2.1909711,-0.6161215
9456,-2.1765728,-0.6162581
9457,-2.221112,-0.6293882
9458,-2.134006,-0.59377813
9459,-2.182827,-0.6100539
9460,-2.1867163,-0.61095107
9461,-2.176243,-0.5999138
9462,-2.1673,-0.6262401
9463,-2.1832182,-0.60568744
9464,-2.2116718,-0.6278728
9465,-2.2592,-0.6433922
9466,-2.2642245,-0.63670456
9467,-2.257473,-0.6258228
9468,-2.317937,-0.6487935
9469,-2.3287027,-0.640371
9470,-2.335617,-0.65280384
9471,-2.3279998,-0.6630614
9472,-2.2926207,-0.6400165
9473,-2.281131,-0.6529493
9474,-2.287455,-0.6338653
9475,-2.2539496,-0.63001454
9476,-2.3588886,-0.6386948
9477,-2.3474827,-0.6348779
9478,-2.339944,-0.65562016
9479,-2.4282658,-0.6500274
9480,-2.3915265,-0.6506762
9481,-2.3944805,-0.6526435
9482,-2.3976102,-0.6540029
9483,-2.3940296,-0.6496414
9484,-2.425673,-0.6629775
9485,-2.448011,-0.66282886
9486,-2.4002452,-0.6585784
9487,-2.3936782,-0.6574405
9488,-2.3407526,-0.6476313
9489,-2.3159528,-0.6278642
9490,-2.2869108,-0.6194682
9491,-2.32279,-0.63635916
9492,-2.3087997,-0.63180256
9493,-2.3453672,-0.6405813
9494,-2.3545747,-0.64109135
9495,-2.4495378,-0.6594786
9496,-2.4233782,-0.657902
9497,-2.392564,-0.64995134
9498,-2.4463544,-0.67645454
9499,-2.4455664,-0.6541997
9500,-2.5404038,-0.6953227
9501,-2.488338,-0.6769861
9502,-2.488936,-0.68276006
9503,-2.5006282,-0.67511827
9504,-2.373782,-0.6517301
9505,-2.357739,-0.64335054
9506,-2.3351128,-0.6413541
9507,-2.3813057,-0.6594291
9508,-2.420765,-0.66146785
9509,-2.3799095,-0.6599659
9510,-2.3721802,-0.66159
9511,-2.3231196,-0.63233185
9512,-2.3587668,-0.63835317
9513,-2.4028473,-0.660422
9514,-2.4122443,-0.6623735
9515,-2.4023788,-0.6529513
9516,-2.3959782,-0.65489507
9517,-2.3917036,-0.65167546
9518,-2.3865788,-0.65766805
9519,-2.4492142,-0.66514176
9520,-2.447036,-0.6596037
9521,-2.4823747,-0.6755879
9522,-2.5302033,-0.66637427
9523,-2.5259874,-0.67050004
9524,-2.5247426,-0.671639
9525,-2.4865239,-0.6693964
9526,-2.6373804,-0.72285867
9527,-2.684996,-0.73235
9528,-2.6995754,-0.73289424
9529,-2.7681725,-0.7552033
9530,-2.8214784,-0.7626999
9531,-2.8217912,-0.77268386
9532,-2.767484,-0.74830985
9533,-2.816988,-0.7449842
9534,-2.8331099,-0.75591993
9535,-2.928244,-0.7810513
9536,-2.9302897,-0.7785338
9537,-2.9046788,-0.77564853
9538,-3.0456238,-0.80978674
9539,-3.0316505,-0.8136217
9540,-2.9080217,-0.75818473
9541,-2.9686766,-0.7688927
9542,-2.962017,-0.78083676
9543,-3.157266,-0.8183422
9544,-3.1577976,-0.8220937
9545,-3.125039,-0.8045725
9546,-3.1993186,-0.8269056
9547,-3.2166193,-0.8367953
9548,-3.2615845,-0.84933203
9549,-3.2407138,-0.84299064
9550,-3.2833152,-0.85698104
9551,-3.1509423,-0.8203239
9552,-3.0964942,-0.81649363
9553,-3.153711,-0.82118225
9554,-3.1455371,-0.8293238
9555,-3.1459,-0.8221089
9556,-3.1846077,-0.8277733
9557,-3.3225644,-0.8625202
9558,-3.2685924,-0.8434623
9559,-3.3139193,-0.8620787
9560,-3.2225883,-0.8348764
9561,-3.2973847,-0.84896016
9562,-3.443472,-0.8918458
9563,-3.4440525,-0.8802212
9564,-3.5005755,-0.90294164
9565,-3.48443,-0.90720594
9566,-3.5497456,-0.90984994
9567,-3.6565242,-0.9430475
9568,-3.6570675,-0.95201015
9569,-3.6559815,-0.9547991
9570,-3.6691756,-0.9546729
9571,-3.598618,-0.9128851
9572,-3.6886718,-0.95906895
9573,-3.6743193,-0.9425054
9574,-3.591709,-0.9296843
9575,-3.627095,-0.9345352
9576,-3.661594,-0.94660616
9577,-3.7000864,-0.95454425
9578,-3.7167706,-0.9644353
9579,-3.746734,-0.9747311
9580,-3.7620687,-0.97548485
9581,-3.7218957,-0.95722604
9582,-3.8125541,-0.9794449
9583,-3.8354237,-0.9831448
9584,-3.8029547,-0.9706523
9585,-3.8528678,-1.0009825
9586,-3.866698,-0.9962231
9587,-3.9121618,-1.0056697
9588,-3.9335613,-1.0131711
9589,-4.059341,-1.0367377
9590,-4.0733924,-1.0476459
9591,-4.072464,-1.0531065
9592,-4.087197,-1.0576948
9593,-4.107364,-1.0555884
9594,-4.070043,-1.0397954
9595,-4.0707083,-1.0585063
9596,-4.0984564,-1.0546399
9597,-4.1348534,-1.0563421
9598,-4.3428364,-1.1077743
9599,-4.3641443,-1.1219308
9600,-4.35688,-1.1200829
9601,-4.382887,-1.1237292
9602,-4.3822722,-1.127167
9603,-4.414199,-1.1375537
9604,-4.413359,-1.1340532
9605,-4.441962,-1.1355047
9606,-4.1612887,-1.0786384
9607,-3.9621525,-1.0491153
9608,-3.934895,-1.0206318
9609,-3.9465458,-1.023123
9610,-4.065914,-1.0734612
9611,-4.0844064,-1.0671167
9612,-4.098303,-1.0722499
9613,-3.9521277,-1.0261377
9614,-3.9652112,-1.0453882
9615,-3.9549422,-1.0511059
9616,-3.9060256,-1.0354466
9617,-3.9264295,-1.0343255
9618,-3.9367845,-1.041694
9619,-3.9576747,-1.0298135
9620,-3.9663436,-1.0330526
9621,-3.9869802,-1.0589497
9622,-3.7963946,-0.9883944
9623,-3.7506888,-0.9725268
9624,-3.7562025,-0.96267676
9625,-3.6896987,-0.9557253
9626,-3.6570547,-0.9529706
9627,-3.6748252,-0.9507367
9628,-3.6695838,-0.95756036
9629,-3.6030917,-0.9295543
9630,-3.6347134,-0.9373137
9631,-3.6565003,-0.9521201
9632,-3.6343622,-0.9439707
9633,-3.6474648,-0.9537338
9634,-3.653471,-0.95034415
9635,-3.439986,-0.90548575
9636,-3.4653742,-0.9067067
9637,-3.3771336,-0.88765335
9638,-3.2058244,-0.8151177
9639,-3.1401293,-0.84154063
9640,-3.122411,-0.8381713
9641,-3.1176817,-0.82307583
9642,-3.0762882,-0.8079534
9643,-3.0634189,-0.8034399
9644,-3.078047,-0.7956976
9645,-3.0384328,-0.798937
9646,-3.1161723,-0.8062937
9647,-3.1125832,-0.82503545
9648,-3.0138507,-0.7818788
9649,-2.956398,-0.7868393
9650,-3.0707896,-0.7966356
9651,-3.0940087,-0.7986497
9652,-3.0966794,-0.809227
9653,-3.1129491,-0.80110604
9654,-3.1223438,-0.80434036
9655,-3.1212113,-0.81242216
9656,-3.0890603,-0.8028203
9657,-3.0668159,-0.7868283
9658,-3.0614786,-0.80615604
9659,-3.0938148,-0.8133343
9660,-3.0262604,-0.7764917
9661,-3.0461912,-0.7821201
9662,-2.9964345,-0.7770334
9663,-2.9972389,-0.7834469
9664,-3.0145404,-0.7936005
9665,-3.01398,-0.7915639
9666,-3.0331745,-0.7869408
9667,-3.0224526,-0.7972858
9668,-2.9530456,-0.7572737
9669,-2.984202,-0.778138
9670,-2.99701,-0.7870453
9671,-2.9890938,-0.78720987
9672,-3.0526245,-0.7852611
9673,-3.1279356,-0.806885
9674,-3.205561,-0.82809055
9675,-3.2807164,-0.85120916
9676,-3.4128666,-0.87003744
9677,-3.4465568,-0.8903032
9678,-3.4447353,-0.8854007
9679,-3.372196,-0.8563079
9680,-3.3558614,-0.8604854
9681,-3.1928043,-0.8137588
9682,-3.1700342,-0.8131183
9683,-3.003994,-0.7792166
9684,-3.013042,-0.77574503
9685,-2.9689555,-0.7737431
